row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Orbi_P_E2_EXBLANKA.mzML Peak area,Orbi_P_E2_EXBLANKB.mzML Peak area,Orbi_P_E2_EXBLANKC.mzML Peak area,Orbi_P_E2_WS03A.mzML Peak area,Orbi_P_E2_WS03B.mzML Peak area,Orbi_P_E2_WS03C.mzML Peak area,Orbi_P_E2_Wasteblank4.mzML Peak area,Orbi_P_E2_Wasteblank5.mzML Peak area,Orbi_P_E2_Wasteblank6.mzML Peak area,
4608,407.1318773016631,2.1663802,,,,126,697,[M+K]+,,3,4602;4608;4590,368.16872,0,0,0,1403.1498,1325.2429,1387.729,0,0,0,
4612,370.11391759921736,2.166429,,,,126,708,[M+NH4]+,,4,4750;4612;4672;4583,352.0798,0,0,0,12650.661,12219.896,9942.294,0,0,0,
4629,226.08479599768475,2.1681595,,,,126,699,[M+K]+,,3,4629;4626;4628,187.12214,2467.222,0,0,0,0,0,0,0,0,
4605,367.10030772789605,2.168393,,,,126,706,[M+Na]+,,2,4681;4605,344.11051,0,0,0,641.94824,685.40015,609.5415,0,0,0,
4639,303.0501776813863,2.1684046,,,,126,,,,,,,0,0,0,24044.121,24670.564,25901.531,0,0,0,
4644,809.1572094981507,2.168393,,,,126,700,[M+K]+,,4,4644;4675;4653;4647,770.19289,0,0,0,1629.5336,1652.5634,1526.0344,0,0,0,
4645,773.2152660410203,2.1684046,,,,126,712,[M+H]+,,4,4645;4648;4650;4615,772.20787,0,0,0,430082.28,442573.88,433817.25,0,0,0,
4647,788.2264325562425,2.1684046,,,,126,700,[M+NH4]+,,4,4644;4675;4653;4647,770.19289,0,0,0,19762.832,19142.623,18697.74,0,0,0,
4648,795.1970266994673,2.1684046,,,,126,712,[M+Na]+,,3,4645;4648;4650,772.20787,0,0,0,73115.2,78009.164,74307.75,0,0,0,
4652,857.1676671314141,2.1684046,,,,126,694,[M+H]+,,2,4655;4652,856.16062,0,0,0,6217.7305,6158.1772,6806.6387,0,0,0,
4680,317.12150439747273,2.169163,,,,126,716,[M+Na]+,,2,4680;4666,294.13202,0,0,0,3293.0537,3467.75,2914.3508,0,25.55185,0,
4671,503.21053511058517,2.170417,,,,126,707,[M+Na]+,,2,4671;4686,480.22144,0,0,0,1763.4354,1728.7188,1347.9132,0,0,0,
4672,375.06933500072796,2.1704395,,,,126,708,[M+Na]+,,3,4612;4672;4583,352.0798,0,0,0,2918.75,3139.4414,2632.3928,0,0,0,
4686,498.2553864304494,2.1704395,,,,126,707,[M+NH4]+,,2,4671;4686,480.22144,0,0,0,592.06116,508.2448,575.6056,0,0,0,
4675,793.181754282604,2.170417,,,,126,700,[M+Na]+,,4,4644;4675;4653;4647,770.19289,0,0,0,5181.3584,5656.68,5188.136,0,0,0,
4640,318.1554248363824,2.1722145,,,,126,702,[M+H]+,,2,4640;4601,317.14792,35.118057,0,0,2713.6619,2929.4011,2870.9958,0,0,23.20539,
4610,365.10640247929473,2.1722555,,,,126,714,[M+Na]+,,2,4740;4610,342.11736,406.41217,1374.906,3119.3142,8358.351,8859.452,9102.743,2831.1824,1865.5455,1239.4388,
4693,343.1371313924776,2.1724517,,,,126,715,[M+Na]+,,3,4693;4566;4694,320.14745,0,0,0,2809.103,2754.7944,4311.5264,0,0,0,
4694,359.1107905037438,2.172454,,,,126,715,[M+K]+,,3,4693;4566;4694,320.14745,0,0,0,2120.0325,1937.2649,1329.4813,0,0,0,
4681,383.07309653371567,2.1724517,,,,126,706,[M+K]+,,2,4681;4605,344.11051,0,0,0,882.50616,186.55057,502.68948,0,0,0,
4696,441.15345729800157,2.1724517,,,,126,709,[M+K]+,,2,4696;4712,402.18992,0,0,0,2193.9463,2244.4182,2203.0544,0,0,0,
4709,365.0847156675117,2.1744888,,,,126,704,[M+Na]+,,2,4709;4727,342.09576,0,0,0,2411.8586,2238.9915,2069.8804,0,0,0,
4710,372.12989284857116,2.1744888,,,,126,711,[M+NH4]+,,4,4721;4710;4719;4711,354.09558,0,0,0,1714.208,1682.1619,1645.9512,0,0,0,
4711,393.0583792394753,2.1744888,,,,126,711,[M+K]+,,2,4710;4711,354.09558,0,0,0,3248.7397,3774.3474,3041.7444,0,0,0,
4712,425.17876018049895,2.1744888,,,,126,709,[M+Na]+,,2,4696;4712,402.18992,0,0,0,6900.117,6770.14,5938.1895,0,0,0,
4713,556.2400531655993,2.1744888,,,,126,710,[M+NH4]+,,2,4714;4713,538.20654,0,0,0,1013.56134,938.18176,758.64526,0,0,0,
4714,561.1960720005937,2.1744888,,,,126,710,[M+Na]+,,2,4714;4713,538.20654,0,0,0,873.0121,772.17456,739.2158,0,0,0,
4650,811.1744102039138,2.176042,,,,126,712,[M+K]+,,4,4645;4648;4650;4615,772.20787,0,0,0,8734.345,9398.849,8879.28,0,0,28.428585,
4719,355.1026837788184,2.1765234,,,,126,711,[M+H]+,,3,4721;4710;4719,354.09558,0,0,0,117667.03,123278.11,104095.016,0,0,0,
4721,377.08482096836707,2.1765234,,,,126,711,[M+Na]+,,3,4721;4710;4719,354.09558,0,0,0,35040.996,37289.586,30881.45,0,0,0,
4630,242.13890253405998,2.18061,,,,126,705,[M+Na]+,,2,4633;4630,219.14869,14302.769,316.60703,534.0554,63.758392,70.50754,158.6717,111.645645,94.86116,89.90999,
4571,248.15026398522292,2.1808565,,,,126,703,[M+H]+,,2,4571;4560,247.14344,6283.266,458.28436,380.51257,63.26256,167.27869,79.79489,41.25376,35.053318,138.22913,
4628,188.12866276238339,2.181431,,,,126,699,[M+H]+,,3,4629;4626;4628,187.12214,4557.598,575.8839,2818.4463,5489.617,2126.9004,3098.6553,700.2119,1681.3628,1003.24146,
4740,381.08069967268443,2.1856146,,,,126,714,[M+K]+,,2,4740;4610,342.11736,50.361046,56.938118,91.3394,1645.0292,1605.2527,1913.5471,124.256226,129.19292,87.03939,
4726,163.03954095380487,2.186311,,,,126,,,,,,,25.230556,30.782482,26.351192,32861.062,79340.19,34943.14,0,0,0,
4735,227.1759897133719,2.1889124,,,,,,,,,,,16127.664,4573.873,3134.9949,1452.7755,2355.1375,1828.5778,599.6785,296.63324,1141.5824,
4615,817.1755924940983,2.1893115,,,,126,712,[M-H+2Na]+,,3,4645;4650;4615,772.20787,46.592678,0,23.641037,3887.6162,3373.2512,3867.26,0,0,0,
4691,147.04424815283664,2.1897018,,,,126,,,,,,,0,20.310783,0,19937.846,22400.424,22089.764,0,25.819141,22.162727,
4750,391.0422387997146,2.1913853,,,,126,708,[M+K]+,,3,4750;4612;4583,352.0798,0,0,0,342.06915,565.9533,82.447685,0,0,0,
4757,411.1044234644092,2.1985366,,,,126,717,[M+K]+,,2,4757;4763,372.1423,0,0,0,1185.4586,1190.5789,1053.5112,0,0,0,
4666,312.1655689795333,2.2013047,,,,126,716,[M+NH4]+,,2,4680;4666,294.13202,0,41.634247,0,6396.4097,6293.3335,5810.3174,0,22.92297,0,
4763,395.13177712019143,2.2025867,,,,126,717,[M+Na]+,,3,4757;4765;4763,372.1423,0,0,0,3094.1907,3049.063,2976.4434,0,0,0,
4566,338.18061387423677,2.204369,,,,126,715,[M+NH4]+,,3,4693;4566;4694,320.14745,0,37.495872,0,292.10382,747.22577,316.011,45.317234,14.561027,13.839087,
4765,390.176902071993,2.204615,,,,126,717,[M+NH4]+,,2,4765;4763,372.1423,0,0,0,1669.8566,1837.2455,1408.4274,0,0,0,
4668,175.11850157860718,2.2049098,,,,126,718,[M+H]+,,2,4743;4668,174.11098,8748.296,361.62692,482.11304,1132.955,1339.3989,1181.855,238.40442,485.02808,417.51993,
4743,213.0738854366582,2.2059612,,,,126,718,[M+K]+,,2,4743;4668,174.11098,874.7049,275.9118,142.26524,746.75543,858.4386,672.4769,46.54453,106.21031,153.38942,
4786,427.1011647149233,2.2189484,,,,126,719,[M+K]+,,3,4786;4792;4795,388.13798,0,0,0,2270.0864,2053.1582,1725.8864,0,0,0,
4790,302.13764916682146,2.2197971,,,,123,721,[M+K]+,,2,4789;4790,263.17523,654.0019,0,0,0,0,0,0,0,0,
4792,406.17146399839265,2.2209804,,,,126,719,[M+NH4]+,,3,4786;4792;4795,388.13798,0,0,0,12434.057,13259.66,11771.651,0,0,0,
4663,434.20281303671453,2.222279,,,,126,722,[M+NH4]+,,2,4663;4868,416.16909,0,0,0,544.4525,463.51956,622.83606,0,0,0,
4795,411.1275172232788,2.222956,,,,126,719,[M+Na]+,,3,4786;4792;4795,388.13798,0,0,0,3780.4922,3718.5798,3295.833,0,0,0,
4769,587.1963862495166,2.2248914,,,,126,736,[M+Na]+,,2,4971;4769,564.20706,0,0,0,1536.3098,1756.556,1701.4307,0,0,0,
4938,188.07107670078264,2.2279189,,,,126,724,[M+H]+,,2,4938;4904,187.06388,41.91154,91.05257,64.96021,3831.3086,5574.9307,5117.94,45.918648,51.026512,109.99108,
4813,381.11606554605675,2.2290306,,,,126,720,[M+Na]+,,2,4814;4813,358.12711,0,0,0,6881.2544,6736.907,5894.5005,0,0,0,
4814,397.0905291136724,2.2290306,,,,126,720,[M+K]+,,2,4814;4813,358.12711,0,0,0,2315.6594,2281.0796,1989.3334,0,0,0,
4932,110.09708702039094,2.2301328,,,,126,,,,,,,19752.596,1262.1238,1285.0232,35.98073,32.4106,25.668922,23.949223,41.891983,22.756317,
4919,128.10747589243522,2.2310562,,,,126,,,,,,,45103.68,2957.3108,3381.2922,130.93538,519.21216,300.2992,197.09093,336.5749,204.37563,
4823,454.01972861563905,2.2330666,,,,126,723,[M+H]+,,2,4861;4823,453.01252,0,0,0,1937.6438,2339.213,2491.665,0,0,0,
4861,476.00180638620554,2.2330673,,,,126,723,[M+Na]+,,2,4861;4823,453.01252,0,0,0,920.37195,506.52875,741.4056,0,0,0,
4908,139.07574637369075,2.2338068,,,,126,,,,,,,41138.715,5002.618,4416.069,3664.2695,2328.439,6131.609,5232.5044,4335.1646,2580.0862,
4872,473.98635039058155,2.235091,,,,126,726,[M+Na]+,,2,4872;4818,450.99685,0,0,0,412.62857,171.39453,160.41556,0,0,0,
4746,397.05130976702776,2.2351015,,,,126,728,[M-H+2Na]+,,2,4746;4866,352.0799,0,0,0,3305.1064,2858.7642,1748.6632,0,0,0,
4818,452.0038511608231,2.237109,,,,126,726,[M+H]+,,1,4872,450.99685,0,0,0,566.8206,690.13275,408.11923,0,0,0,
4848,344.1344636296803,2.2371256,,,,126,729,[M+NH4]+,,4,4851;4853;4850;4848,326.10083,0,0,0,203916.31,213630.86,192746.81,0,0,0,
4850,349.089823564749,2.2371256,,,,126,729,[M+Na]+,,3,4851;4850;4848,326.10083,0,0,0,38407.176,39410.96,34271.707,0,0,0,
4851,365.0642329412439,2.2371256,,,,126,729,[M+K]+,,4,4851;4853;4850;4848,326.10083,0,0,0,15858.183,15392.525,11888.765,0,0,0,
4853,371.0721651017953,2.2371256,,,,126,729,[M-H+2Na]+,,3,4851;4853;4848,326.10083,0,0,0,1937.9576,2220.0261,2298.2048,0,0,0,
4854,375.0691172117227,2.2371256,,,,126,728,[M+Na]+,,2,4854;4866,352.0799,0,0,0,2613.042,2725.9875,1980.6453,0,0,0,
4865,351.0715170087413,2.239149,,,,126,732,[M+H-H2O]+,,3,4865;4878;4874,368.07476,0,0,0,1671.6003,1840.7784,1584.5399,0,0,0,
4866,353.0869338658299,2.2391498,,,,126,728,[M+H]+,,3,4746;4854;4866,352.0799,0,0,0,3818.597,3701.3848,2884.57,0,0,0,
4868,439.15841463430996,2.2391498,,,,126,722,[M+Na]+,,2,4663;4868,416.16909,0,0,0,1827.2164,1807.6193,1518.7444,0,0,0,
4920,174.1130520925887,2.2397177,,,,126,738,[M+H]+,,4,4909;4898;4933;4920,173.10536,129080.04,11776.896,12854.281,2256.8828,7016.0063,7263.9297,3553.2925,2086.344,6225.4624,
4910,144.08134793045616,2.239747,,,,126,,,,,,,47.643723,45.3836,27.067858,70140.85,71876.67,67998.14,39.046856,42.086624,29.887016,
4789,286.16517823503574,2.24084,,,,123,721,[M+Na]+,,2,4789;4790,263.17523,2856.3477,43.04523,114.14434,49.784233,40.13522,44.79346,48.11492,71.4322,27.462399,
4874,391.0643340961298,2.2411735,,,,126,732,[M+Na]+,,3,4865;4878;4874,368.07476,0,0,0,1589.0005,1584.0137,1300.9005,0,0,0,
4904,205.09778648340313,2.2426121,,,,126,724,[M+NH4]+,,2,4938;4904,187.06388,60.244316,49.769962,31.73579,5099.632,3593.511,4171.9756,30.247932,33.71042,39.860367,
4877,339.1077731015698,2.2431915,,,,126,733,[M+H-H2O]+,,2,4880;4877,356.1115,0,0,0,15357.852,16244.613,8230.628,0,0,0,
4878,386.1085942968537,2.2431972,,,,126,732,[M+NH4]+,,4,4865;4887;4878;4874,368.07476,0,0,0,9172.07,8720.292,7844.795,0,0,0,
4880,395.07467724619806,2.2431972,,,,126,733,[M+K]+,,3,4884;4880;4877,356.1115,0,0,0,1281.9874,1181.5726,885.6994,0,0,0,
4793,156.1024336049366,2.2433152,,,,126,738,[M+H-H2O]+,,3,4909;4898;4793,173.10536,159735.67,13737.38,13404.479,4658.5625,6467.252,3753.4375,2306.418,695.5501,205.10501,
4882,369.1667297805081,2.2452152,,,,126,734,[M+H]+,,2,4879;4882,368.15916,0,0,0,6134.731,6503.686,5767.0,0,0,0,
4879,391.1480888810549,2.2452152,,,,126,734,[M+Na]+,,2,4879;4882,368.15916,0,0,0,541.37805,663.65576,403.18143,0,0,0,
4884,379.1011275804301,2.2472277,,,,126,733,[M+Na]+,,2,4884;4880,356.1115,0,0,0,2310.8909,2194.2285,1858.9711,0,0,0,
4887,369.0816144193031,2.2492402,,,,126,732,[M+H]+,,2,4887;4878,368.07476,0,0,0,1030.5906,1030.3447,1040.243,0,0,0,
4889,103.0542833482741,2.2506473,,,,126,737,[M+H-H2O]+,,2,4892;4889,120.05775,1507.1842,79.58137,112.52479,59.91404,183.72975,120.07132,26.472519,32.238846,77.12927,
4843,135.04437035238217,2.2515724,,,,126,745,[M+H]+,,2,4843;4980,134.03718,197.85384,44.525738,47.968964,3674.6272,5559.165,4750.7246,91.14459,165.4267,196.81924,
4957,757.2212238386578,2.2522185,,,,126,743,[M+H]+,,2,4957;4964,756.21337,0,24.526901,0,9412.279,9481.308,8939.698,0,0,0,
4909,212.06895800024213,2.252619,,,,126,738,[M+K]+,,5,4909;4898;4933;4793;4920,173.10536,8549.369,445.43094,470.60193,0,0,0,0,0,0,
4898,218.07708412663348,2.252619,,,,126,738,[M-H+2Na]+,,4,4909;4898;4793;4920,173.10536,2846.9912,62.55893,119.92175,0,0,0,0,0,0,
4912,217.0975145959908,2.253279,,,,126,739,[M+H]+,,2,4939;4912,216.09022,0,0,0,161264.77,165184.7,151741.92,0,0,0,
4921,171.09197517320362,2.2552989,,,,126,,,,,,,0,0,0,52691.57,50180.19,48878.33,0,0,0,
4922,172.07601281356378,2.2552989,,,,126,740,[M+H]+,,2,4924;4922,171.06878,0,0,0,2426.9102,2407.4617,2264.825,0,0,0,
4924,189.10265518636422,2.2552989,,,,126,740,[M+NH4]+,,2,4924;4922,171.06878,0,0,0,921.794,905.166,788.40265,0,0,0,
4892,138.09174261410863,2.255946,,,,126,737,[M+NH4]+,,2,4892;4889,120.05775,5729.2837,1051.4896,764.36395,695.90875,305.60724,422.71365,172.61282,181.61026,198.05006,
4939,261.0613538029424,2.2573178,,,,126,739,[M-H+2Na]+,,2,4939;4912,216.09022,0,0,0,2049.3333,2019.6144,2256.8813,0,0,0,
4943,474.26062416453505,2.2573178,,,,126,,,,,,,0,0,0,81289.6,83676.945,70562.484,0,0,0,
4946,130.15953888487923,2.2587411,,,,126,747,[M+NH4]+,,2,4946;4893,112.12625,446985.88,447525.7,406391.78,460564.94,418382.0,447893.6,418106.8,422603.25,426460.47,
4821,163.03952550353867,2.2593699,,,,126,,,,,,,0,30.782482,25.994505,82093.34,119687.29,64080.56,0,0,24.256615,
4955,425.17886646240487,2.2613542,,,,126,746,[M+Na]+,,2,4968;4955,402.18953,0,0,0,3615.4705,2344.9434,3291.8706,0,0,0,
4964,779.2020067261346,2.2639716,,,,126,743,[M+Na]+,,2,4957;4964,756.21337,0,0,0,1919.8407,1884.5436,1933.0194,0,0,0,
4965,338.1619303877951,2.264307,,,,126,,,,,,,28487.389,27505.406,26102.63,33037.47,32617.469,33332.484,25606.896,26623.902,26833.754,
4968,403.1966910968822,2.2665918,,,,126,746,[M+H]+,,2,4968;4955,402.18953,0,0,0,1026.178,1699.9265,1067.0305,0,0,0,
4971,582.2409101678401,2.2665942,,,,126,736,[M+NH4]+,,3,4971;4769;4972,564.20706,0,0,0,23412.379,24094.008,11986.734,0,0,0,
4972,587.1961460961597,2.2665942,,,,126,736,[M+Na]+,,2,4971;4972,564.20706,0,0,0,1803.2107,1826.576,3042.078,0,0,0,
4980,152.07108956435974,2.2669737,,,,126,745,[M+NH4]+,,2,4843;4980,134.03718,235.85492,201.4151,214.51312,1580.0288,1415.264,764.2331,172.90494,297.72525,233.79185,
4982,141.9535278413102,2.268902,,,,,,,,,,,123.575966,46.60701,125.25737,240.31235,178.51366,313.43634,44.48416,194.73897,82.71181,
4825,270.1919971313582,2.2772803,,,,123,744,[M+Na]+,,2,4789;4825,247.2024,563.8702,319.06973,280.42737,55.687183,169.64302,213.6057,215.30911,208.71826,266.9052,
4933,196.09279313025274,2.280498,,,,126,738,[M+Na]+,,3,4909;4933;4920,173.10536,90738.81,5451.014,5776.905,2064.5356,2396.273,2061.0305,1013.33563,624.4351,574.06104,
5099,198.08801986583438,2.2834492,,,,142,753,[M+K]+,,4,5093;5097;5098;5099,159.12622,13963.998,2245.5867,2451.4856,47.474537,68.32326,0,0,0,0,
5005,371.26628132794986,2.2846634,,,,117,748,[M+H]+,,2,5005;5010,370.25847,40661.984,4094.6646,4075.4343,1084.5885,980.5934,1049.2479,31.13848,33.704086,109.14733,
5096,125.09665507270299,2.2895188,,,,142,,,,,,,14005.288,2432.8628,2381.7354,844.4147,999.7567,930.93896,1102.0918,1745.93,2832.1787,
5040,177.05508635391826,2.2901065,,,,142,,,,,,,29.4525,34.527115,44.02277,133473.28,134299.92,134214.58,26.162079,28.214369,44.66941,
5010,393.24714977124296,2.2904541,,,,117,748,[M+Na]+,,2,5005;5010,370.25847,5544.745,434.43405,516.6746,0,33.420788,37.215065,0,0,0,
5014,405.1056586106534,2.2934372,,,,142,749,[M+K]+,,4,5022;5015;5014;5021,366.14342,0,0,0,655.5266,774.6981,366.69455,0,0,0,
5015,411.1156844505543,2.295456,,,,142,749,[M-H+2Na]+,,2,5015;5014,366.14342,0,0,0,749.8138,144.7178,611.1305,0,0,0,
5018,272.08976725519074,2.297485,,,,142,752,[M+K]+,,3,5034;5018;5027,233.12709,0,0,0,1040.9232,809.6555,469.5464,0,0,0,
4893,157.0979432704416,2.297634,,,,126,747,[M-H+2Na]+,,2,4946;4893,112.12625,614.5268,24.476677,57.18421,30.305054,49.219116,32.0353,25.517002,22.798063,26.467426,
5027,234.13443340043918,2.2990549,,,,142,752,[M+H]+,,3,5034;5018;5027,233.12709,151.08522,75.75116,197.6779,3843.5134,3537.948,1872.1261,124.60417,133.84378,118.414894,
5020,335.1241795334399,2.299504,,,,142,,,,,,,0,0,0,16838.477,17164.383,15842.287,0,0,0,
5021,367.15065585786897,2.299504,,,,142,749,[M+H]+,,3,5022;5014;5021,366.14342,0,0,0,58587.453,58990.723,53280.66,0,0,0,
5022,389.13251085180144,2.2995088,,,,142,749,[M+Na]+,,3,5022;5014;5021,366.14342,0,0,0,7636.257,7228.99,6752.2266,0,0,0,
5030,497.1636646493671,2.301522,,,,142,754,[M+Na]+,,2,5030;5043,474.17442,0,0,0,8201.906,7761.584,6538.1226,0,0,0,
5031,709.2695118457008,2.301522,,,,142,755,[M+Na]+,,2,5046;5031,686.28047,0,0,0,577.9518,542.0037,587.55554,0,0,0,
5042,369.1185097630555,2.3055637,,,,142,759,[M+H]+,,4,5053;5042;5078;5052,368.11131,0,0,0,78166.98,80700.12,79067.56,0,0,0,
5043,513.1375502971636,2.3055637,,,,142,754,[M+K]+,,2,5030;5043,474.17442,0,0,0,1018.7753,1107.0674,1234.9917,0,0,0,
5151,260.1499027311195,2.3059278,,,,142,765,[M+H]+,,2,5153;5151,259.14288,18520.08,880.7849,1055.4913,161.8804,107.13422,170.92523,205.31993,292.008,192.87836,
5052,391.1004453603875,2.3075764,,,,142,759,[M+Na]+,,3,5053;5042;5052,368.11131,0,0,0,25639.621,27439.154,26797.16,0,0,0,
5053,407.07455131262464,2.3075764,,,,142,759,[M+K]+,,4,5053;5042;5078;5052,368.11131,0,0,0,2684.4954,2860.5522,2873.9468,0,0,0,
5054,349.0898510080478,2.3075826,,,,142,758,[M+Na]+,,2,5054;5055,326.10079,0,0,0,25542.465,27755.734,29432.615,0,0,0,
5055,365.0641025812506,2.3075826,,,,142,758,[M+K]+,,2,5054;5055,326.10079,0,0,0,9562.495,10105.959,10136.717,0,0,0,
5056,375.1653256416101,2.3075826,,,,142,763,[M+H]+,,3,5100;5087;5056,374.15769,0,0,0,2659.1099,2838.5684,2563.0518,0,0,0,
5066,541.1537773649162,2.3075826,,,,142,760,[M+Na]+,,2,5068;5066,518.16467,0,0,0,562.6018,505.21808,594.62,0,0,0,
5059,597.18289071887,2.3075826,,,,142,762,[M+H]+,,2,5064;5059,596.1759,0,0,0,3445.2847,3572.0815,3460.6763,0,0,0,
5046,704.3144728082658,2.3075826,,,,142,755,[M+NH4]+,,2,5031;5046,686.28047,0,0,0,722.2696,640.1509,634.1765,0,0,0,
5097,142.1231343442408,2.3080254,,,,142,753,[M+H-H2O]+,,2,5097;5099,159.12622,33731.4,4704.5366,5512.4683,1409.0046,907.65204,426.5808,300.08133,310.12756,466.96646,
5034,256.116721456182,2.308328,,,,142,752,[M+Na]+,,3,5034;5018;5027,233.12709,0,0,0,3967.9858,3304.1926,1731.4838,26.553596,0,0,
5100,413.11994655268944,2.3095944,,,,142,763,[M+K]+,,2,5100;5056,374.15769,0,0,0,274.56085,80.89109,284.49435,0,0,0,
5068,536.198594431955,2.309595,,,,142,760,[M+NH4]+,,2,5068;5066,518.16467,0,0,0,2425.1628,2690.3145,2108.7861,0,0,0,
5093,182.11640683429337,2.3098946,,,,142,753,[M+Na]+,,3,5093;5098;5099,159.12622,88993.336,11608.439,12031.644,398.77554,91.14601,126.65991,59.948967,86.190575,62.51879,
5078,413.082555913111,2.311607,,,,142,759,[M-H+2Na]+,,3,5053;5042;5078,368.11131,0,0,0,4947.5474,5227.086,5123.8867,0,0,0,
5064,619.1653980464206,2.311613,,,,142,762,[M+Na]+,,2,5064;5059,596.1759,0,0,0,572.47076,522.734,493.69495,0,0,0,
5098,160.1336855509822,2.3118873,,,,142,753,[M+H]+,,3,5093;5098;5099,159.12622,91694.31,10805.128,11808.343,108.85122,355.16403,218.38332,58.7537,100.3811,148.15584,
5084,327.20205924837256,2.312667,,,,142,764,[M+H]+,,2,5085;5084,326.19487,9868.284,8816.413,8693.93,10163.82,9311.302,9274.701,8526.515,8206.535,8663.586,
5085,344.2287852418654,2.3133378,,,,142,764,[M+NH4]+,,2,5085;5084,326.19487,96144.47,81978.086,79846.0,91027.67,85978.39,89406.85,77644.69,77819.61,79028.41,
5087,397.14745059715113,2.3136249,,,,142,763,[M+Na]+,,2,5087;5056,374.15769,0,0,0,1129.7236,1081.9773,1107.5125,0,0,0,
5150,254.1390095017899,2.3162718,,,,142,766,[M+Na]+,,2,5149;5150,231.1488,9721.671,67.92285,662.9689,61.66296,70.30698,108.10915,245.94818,69.68367,52.09478,
5113,253.16526944169058,2.3251584,,,,142,773,[M+H]+,,2,5194;5113,252.15804,2903.993,6684.7646,6727.375,7037.796,5032.3364,7014.4316,6205.0225,5970.642,6533.758,
5114,471.1993790591202,2.3257296,,,,142,767,[M+K]+,,2,5118;5114,432.2362,0,0,0,1160.0062,914.371,925.4608,0,0,0,
5153,282.1323447867964,2.326582,,,,142,765,[M+Na]+,,2,5151;5153,259.14288,2680.9922,0,31.59412,34.43525,0,0,0,0,0,
5117,451.1930761155463,2.327747,,,,142,768,[M+NH4]+,,2,5117;5126,433.15922,0,0,0,3295.1824,3531.5967,3030.002,0,0,0,
5118,455.2254016525003,2.3277657,,,,142,767,[M+Na]+,,2,5118;5114,432.2362,0,0,0,2831.2905,3403.9375,2749.4666,0,0,0,
5149,232.15507820919564,2.331511,,,,142,766,[M+H]+,,2,5149;5150,231.1488,6029.6416,701.60925,634.77625,476.5915,981.43823,271.12573,164.24803,131.1625,426.2286,
5126,456.1481481250897,2.331791,,,,142,768,[M+Na]+,,3,5117;5123;5126,433.15922,0,0,0,1686.841,1940.0679,1579.7644,0,0,0,
5123,472.12264739516445,2.331791,,,,142,768,[M+K]+,,2,5123;5126,433.15922,0,0,0,457.24783,503.65982,450.09644,0,0,0,
5154,286.1651665171167,2.3348675,,,,142,770,[M+Na]+,,2,5154;5176,263.1751,4644.661,163.7905,125.084785,43.820744,82.913284,105.222595,36.38156,71.4322,32.073597,
5135,388.16123798655457,2.337929,,,,142,769,[M+H]+,,3,5137;5136;5135,387.15366,0,0,0,2063.2068,2274.127,1600.4376,0,0,0,
5136,410.1427376047922,2.337929,,,,142,769,[M+Na]+,,3,5137;5136;5135,387.15366,0,0,0,1679.069,1845.843,1129.6125,0,0,0,
5137,426.11666788674876,2.337929,,,,142,769,[M+K]+,,3,5137;5136;5135,387.15366,0,0,0,1419.1793,1470.7701,850.65173,0,0,0,
5144,339.1077888644225,2.3419626,,,,142,771,[M+H-H2O]+,,2,5145;5144,356.11111,0,0,0,7156.037,6905.2686,12896.661,0,0,0,
5145,395.0745671754571,2.3419626,,,,142,771,[M+K]+,,4,5167;5145;5144;5156,356.11111,0,0,0,2078.8804,2196.9119,1990.7483,0,0,0,
5147,795.1771291798931,2.3419626,,,,142,772,[M+K]+,,4,5162;5172;5147;5163,756.21405,0,0,0,1269.5939,1597.3811,1420.5798,0,0,0,
5159,562.2723942316339,2.343975,,,,142,779,[M+NH4]+,,2,5159;5213,544.23857,0,0,0,7341.6206,7651.733,7373.884,0,0,0,
5156,379.1004969552685,2.3440015,,,,142,771,[M+Na]+,,2,5145;5156,356.11111,0,0,0,8019.4204,5265.526,7564.1465,0,0,0,
5162,757.2206851875662,2.343975,,,,142,772,[M+H]+,,4,5162;5172;5147;5163,756.21405,0,0,0,68956.49,71309.99,69849.59,0,0,0,
5163,779.2024368280396,2.343975,,,,142,772,[M+Na]+,,3,5162;5147;5163,756.21405,0,0,0,15061.583,15349.733,14340.612,0,0,0,
5167,357.11793118058705,2.346014,,,,142,771,[M+H]+,,2,5167;5145,356.11111,0,0,0,1519.9327,1563.3835,1264.3936,0,0,0,
5169,841.1723175789558,2.3466237,,,,142,776,[M+H]+,,2,5169;5170,840.16675,0,0,0,919.31415,916.819,1002.2822,0,0,0,
5172,801.1867791820093,2.3483202,,,,142,772,[M-H+2Na]+,,3,5162;5172;5147,756.21405,0,0,24.64469,889.61176,941.1627,814.3722,0,0,0,
5171,611.1628282421842,2.3486624,,,,142,775,[M+H]+,,2,5178;5171,610.15573,0,0,0,2880.5996,2808.9712,2683.166,0,0,0,
5168,195.0882742559875,2.3505604,,,,142,,,,,,,79269.984,63650.234,57028.523,46241.8,45351.21,45593.703,38976.785,38638.72,37243.613,
5176,302.13741417061027,2.3506992,,,,142,770,[M+K]+,,2,5154;5176,263.1751,983.6506,0,0,0,0,0,0,0,0,
5178,633.145122189154,2.3513021,,,,142,775,[M+Na]+,,2,5178;5171,610.15573,0,0,0,1033.7775,1028.3352,936.07385,0,0,0,
