formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C14H30O8,[M + H3N + H]+,C14H34NO8+,Fatty acids,0.913,Fatty acyls,0.777,Fatty alcohols,0.810,Organic oxygen compounds,1.000,Organooxygen compounds,0.999,Ethers,0.985,Dialkyl ethers,0.966,Polyethylene glycols,0.825,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Polyols; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,344.229,139,2.313,801747170690800876,801746889580116676,5085,
1,C33H40O20,[M + H]+,C33H41O20+,Shikimates and Phenylpropanoids,1.000,Flavonoids,0.998,Flavonols,0.944,Phenylpropanoids and polyketides,0.998,Flavonoids,0.989,Flavonoid glycosides,0.990,Flavonoid O-glycosides,0.993,Flavonoid-3-O-glycosides,0.947,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,757.221,141,2.344,801747210956156351,801746889609476809,5162,
1,C33H40O20,[M + Na]+,C33H40NaO20+,Shikimates and Phenylpropanoids,1.000,Flavonoids,0.999,Flavonols,0.976,Phenylpropanoids and polyketides,0.998,Flavonoids,0.995,Flavonoid glycosides,0.995,Flavonoid O-glycosides,0.996,Flavonoid-3-O-glycosides,0.948,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,779.202,141,2.344,801747176554445105,801746889634642638,5163,
1,C10H12NO3,[M + H]+,C10H13NO3+,Amino acids and Peptides,0.755,Phenylpropanoids (C6-C3),0.986,Cinnamic acid amides,0.947,Phenylpropanoids and polyketides,0.472,Cinnamic acids and derivatives,0.625,Cinnamic acid amides,0.523,,,Cinnamic acid amides,0.523,Organic compounds; Styrenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cinnamic acid amides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities,195.088,141,2.351,801747175593948361,801746889664002771,5168,
1,C12H25NO3,[M + H]+,C12H26NO3+,Fatty acids,0.992,Fatty Acids and Conjugates,0.939,Amino fatty acids,0.395,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.668,Amino acids and derivatives,0.665,Amino acids,0.717,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Straight chain fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",232.191,142,2.362,801747169822578505,801746889693362904,5182,
1,C8H12O2,[M + H]+,C8H13O2+,Fatty acids,0.829,Fatty Acids and Conjugates,0.577,Unsaturated fatty acids,0.635,Organic acids and derivatives,0.738,Carboxylic acids and derivatives,0.771,Carboxylic acids,0.642,,,Carboxylic acids,0.642,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,141.091,142,2.374,801747171059900280,801746889722723037,5248,
1,C12H23NO5,[M - H2O + H]+,C12H22NO4+,Amino acids and Peptides,0.690,Small peptides,0.790,Aminoacids,0.790,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.962,Amino acids and derivatives,0.961,Amino acids,0.960,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",244.156,143,2.375,801747172808927005,801746889747888866,5262,
1,C18H29NO10,[M + H]+,C18H30NO10+,Amino acids and Peptides,0.995,Amino acid glycosides,0.999,Cyanogenic glycosides,0.999,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.997,Glycosyl compounds,0.979,Cyanogenic glycosides,0.963,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,420.187,143,2.387,801747186796947315,801746889777248999,5224,
1,C16H23NO9,[M + H]+,C16H24NO9+,Amino acids and Peptides,0.996,Amino acid glycosides,1.000,Cyanogenic glycosides,1.000,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.995,Glycosyl compounds,0.969,Cyanogenic glycosides,0.695,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Styrenes; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Cyanogenic glycosides; Benzenoids; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities,374.145,143,2.389,801747178227974298,801746889835969265,5228,
1,C18H26O11,[M + H3N + H]+,C18H30NO11+,Shikimates and Phenylpropanoids,0.949,Phenolic acids (C6-C1),0.282,Simple phenolic acids,0.362,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.998,Glycosyl compounds,0.978,Phenolic glycosides,0.857,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities,436.182,144,2.395,801747179805034871,801746889890495227,5236,
1,C8H15NO2,[M + H]+,C8H16NO2+,Amino acids and Peptides,0.997,Small peptides,0.999,Aminoacids,0.999,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.990,Amino acids and derivatives,0.990,Amino acids,0.978,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",158.118,144,2.403,801747170028099693,801746889915661056,5235,
1,C22H40O15,[M + H3N + H]+,C22H44NO15+,Carbohydrates,0.970,Saccharides,0.984,Polysaccharides,0.616,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,1.000,Oligosaccharides,0.799,Oligosaccharides,0.799,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,562.273,144,2.406,801747174117551523,801746889940826885,5263,
1,C10H19NO4,[M + H]+,C10H20NO4+,Amino acids and Peptides,0.984,Small peptides,0.990,Aminoacids,0.975,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.998,Amino acids and derivatives,0.998,Alpha amino acids,0.958,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",218.139,145,2.411,801747168862081768,801746889970187018,5364,
1,C16H23N7O,[M + H]+,C16H24N7O+,Alkaloids,0.940,Histidine alkaloids,0.061,Purine alkaloids,0.136,Organoheterocyclic compounds,0.999,Diazines,0.841,Pyrimidines and pyrimidine derivatives,0.819,Aminopyrimidines and derivatives,0.676,Aminopyrimidines and derivatives,0.676,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,330.205,146,2.429,801747183391169817,801746890020518676,5317,
1,C10H10O4,[M + H]+,C10H11O4+,Shikimates and Phenylpropanoids,0.996,Phenylpropanoids (C6-C3),1.000,Cinnamic acids and derivatives,1.000,Phenylpropanoids and polyketides,0.975,Cinnamic acids and derivatives,0.944,Hydroxycinnamic acids and derivatives,0.965,Coumaric acids and derivatives,0.955,Coumaric acids and derivatives,0.955,Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities,195.065,147,2.442,801747171902955742,801746890049878809,5372,
1,C10H8O3,[M + H]+,C10H9O3+,Shikimates and Phenylpropanoids,0.969,Phenylpropanoids (C6-C3),0.996,Cinnamic acids and derivatives,0.996,Phenylpropanoids and polyketides,0.887,Cinnamic acids and derivatives,0.590,Hydroxycinnamic acids and derivatives,0.653,Coumaric acids and derivatives,0.568,Coumaric acids and derivatives,0.568,"Organic compounds; Cinnamaldehydes; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Alpha,beta-unsaturated aldehydes; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",177.055,147,2.442,801747170636274808,801746890075044638,5370,
1,C10H17NO4,[M + H]+,C10H18NO4+,Amino acids and Peptides,0.999,Small peptides,1.000,Aminoacids,0.999,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",1.000,Amino acids and derivatives,1.000,Alpha amino acids,0.986,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",216.124,147,2.444,801747177477193077,801746890100210467,5313,
1,C10H19NO4,[M + Na]+,C10H19NNaO4+,Amino acids and Peptides,0.645,Small peptides,0.830,Dipeptides,0.259,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.974,Amino acids and derivatives,0.973,N-acyl-alpha amino acids,0.655,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",240.122,147,2.454,801747170917293663,801746890125376296,5365,
1,C16H20O9,[M + Na]+,C16H20NaO9+,Shikimates and Phenylpropanoids,0.943,Phenylpropanoids (C6-C3),0.970,Cinnamic acids and derivatives,0.976,Phenylpropanoids and polyketides,0.968,Cinnamic acids and derivatives,0.944,Cinnamic acid esters,0.848,O-cinnamoyl glycosides,0.595,O-cinnamoyl glycosides,0.595,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-cinnamoyl glycosides; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",379.101,148,2.460,801747175170323132,801746890150542125,5375,
1,C18H26O10,[M + H3N + H]+,C18H30NO10+,Shikimates and Phenylpropanoids,0.951,Phenylethanoids (C6-C2),0.881,Phenylethanoids,0.881,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.999,Disaccharides,0.975,Disaccharides,0.975,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,420.187,148,2.460,801747175791080877,801746890205068087,5377,
1,C10H19NO2,[M + H]+,C10H20NO2+,Amino acids and Peptides,0.993,Small peptides,0.997,Aminoacids,0.996,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.993,Amino acids and derivatives,0.993,Amino acids,0.979,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",186.149,148,2.463,801747175375844275,801746890234428220,5421,
1,C10H19NO2,[M - H2O + H]+,C10H18NO+,Amino acids and Peptides,0.995,Small peptides,0.998,Aminoacids,0.997,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.991,Amino acids and derivatives,0.991,Amino acids,0.977,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",168.139,148,2.463,801747176755771948,801746890259594049,5420,
1,C16H34O9,[M + H3N + H]+,C16H38NO9+,Fatty acids,0.825,Fatty acyls,0.531,Fatty alcohols,0.455,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Ethers,0.993,Dialkyl ethers,0.994,Polyethylene glycols,0.994,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,388.255,149,2.481,801747174549565451,801746890293148486,5427,
1,C12H18O5,[M + H3N + H]+,C12H22NO5+,Fatty acids,0.988,Fatty Acids and Conjugates,0.926,Dicarboxylic acids,0.986,Lipids and lipid-like molecules,0.863,Fatty Acyls,0.859,Fatty acids and conjugates,0.804,Medium-chain fatty acids,0.577,Medium-chain fatty acids,0.577,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,260.150,149,2.487,801747175623308528,801746890318314315,5400,
1,C16H35NO10,[M + H]+,C16H36NO10+,Fatty acids,0.474,Glycerolipids,0.093,Polyamines,0.054,Organic oxygen compounds,0.999,Organooxygen compounds,0.996,Ethers,0.985,Dialkyl ethers,0.981,Polyethylene glycols,0.578,Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Polyethylene glycols; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,402.235,150,2.498,801747180190911413,801746890347674448,5464,
1,C11H23NO4,[M + Na]+,C11H23NNaO4+,Amino acids and Peptides,0.643,Small peptides,0.382,N-acyl amines,0.202,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.991,"Amino acids, peptides, and analogues",0.835,Amino acids and derivatives,0.832,Alpha amino acid esters,0.502,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",256.154,150,2.500,801747184854982840,801746890377034581,5455,
1,C19H30O8,[M + Na]+,C19H30NaO8+,Terpenoids,0.997,Apocarotenoids,0.993,Megastigmanes,0.989,Lipids and lipid-like molecules,0.953,Fatty Acyls,0.612,Fatty acyl glycosides,0.659,Alkyl glycosides,0.673,Alkyl glycosides,0.673,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Aldehydes; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Cyclic ketones; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,409.184,151,2.513,801747181570839507,801746890402200410,5488,
1,C23H40O15,[M + H3N + H]+,C23H44NO15+,Carbohydrates,0.977,Saccharides,0.985,Polysaccharides,0.768,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.999,Oligosaccharides,0.899,Oligosaccharides,0.899,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Primary alcohols; Organooxygen compounds; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Tetrahydrofurans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,574.273,152,2.528,801747177183591481,801746890427366239,5525,
1,C10H14O2,[M + H]+,C10H15O2+,Terpenoids,0.694,Monoterpenoids,0.304,Bisabolane sesquiterpenoids,0.148,Benzenoids,0.658,Benzene and substituted derivatives,0.633,,,,,Benzene and substituted derivatives,0.633,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,167.107,152,2.533,801747173693926076,801746890456726372,5589,
1,C13H16O,[M + H]+,C13H17O+,Terpenoids,0.953,Sesquiterpenoids,0.724,Menthane monoterpenoids,0.261,Organic oxygen compounds,0.999,Organooxygen compounds,0.999,Carbonyl compounds,0.991,Ketones,0.957,Alkyl-phenylketones,0.604,Organic compounds; Lipids and lipid-like molecules; Aromatic monoterpenoids; Ketones; Prenol lipids; Benzoyl derivatives; Organooxygen compounds; Cumenes; Monoterpenoids; Monocyclic monoterpenoids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; Chemical entities,189.130,153,2.544,801747170657246367,801746890481892201,5605,
1,C13H20O3,[M + H]+,C13H21O3+,Terpenoids,0.929,Apocarotenoids,0.827,Apocarotenoids(ε-),0.663,Lipids and lipid-like molecules,0.565,,,,,,,Lipids and lipid-like molecules,0.565,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,225.149,154,2.565,801747176718023146,801746890536418163,5622,
1,C10H16O3,[M + H]+,C10H17O3+,Fatty acids,0.954,Fatty Acids and Conjugates,0.455,Oxo fatty acids,0.788,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbonyl compounds,0.963,Ketones,0.762,Ketones,0.762,Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,185.118,154,2.569,801747177326197909,801746890565778296,5591,
1,C10H19NO3,[M + H]+,C10H20NO3+,Amino acids and Peptides,0.894,Small peptides,0.925,Aminoacids,0.905,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.967,Amino acids and derivatives,0.967,Amino acids,0.970,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",202.144,154,2.572,801747185601569682,801746890590944125,5602,
