"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27","Column28","Column29","Column30","Column31","Column32","Column33","Column34","Column35","Column36","Column37","Column38","Column39","Column40","Column41","Column42","Column43","Column44","Column45"
"5717",4.14,344.14981,"Unknown","[M+H-2H2O]+","adduct linked to 10983_[2M+ACN+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","39.34","Orbi_P_E2_WS03A","344.15002:300592 345.15337:64725 346.15673:8715","89.06046:6049 145.02867:23713",0,0,0,0,0,0,811262,791914,696674,"0","766616.354166667","0","61339.7514962238"
"5718",3.04,344.15063,"Unknown","[M+NH4]+","adduct linked to 6829_[M+ACN+Na]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.74","Orbi_P_E2_WS03B","344.15063:16634 345.15398:11743 346.15734:0","",0,0,0,0,0,1172,29249,38175,35827,"195.414571126302","34416.751953125","478.665987564251","4627.1786893267"
"5740",2.669,345.13388,"Unknown","[M+H-H2O]+","adduct linked to 7785_[M+2ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","22.78","Orbi_P_E2_WS03B","345.13388:179488 346.13723:38069 347.14059:5318","",0,0,0,0,0,0,630708,650348,576676,"0","619243.958333333","0","38150.3829556843"
"5741",1.209,345.14539,"Unknown","[M+ACN+Na]+","adduct linked to 4086_[M+H]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.87","Orbi_P_E2_WS03B","345.14539:26282 346.14874:0 347.1521:0","",0,0,0,0,0,0,103782,112341,96076,"0","104066.442708333","0","8136.1349343945"
"5744",1.85,345.1525,"Unknown","[M+H]+","adduct linked to 6811_[M+2Na-H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","20.92","Orbi_P_E2_WS03B","345.1525:115981 346.15585:19232 347.15921:17212","",0,0,0,0,0,0,454824,422705,417309,"0","431612.916666667","0","20281.9306649631"
"5765",2.686,346.09048,"Unknown","[M+2Na-H]+","adduct linked to 4137_[M+H-H2O]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.72","Orbi_P_E2_WS03B","346.09048:22960 347.09383:0 348.09719:0","",0,0,0,0,0,0,59756,55175,49471,"0","54800.7200520833","0","5152.88430270461"
"5767",1.065,346.11365,"Unknown","[M+2ACN+H]+","adduct linked to 3126_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","45.95","Orbi_P_E2_WS03B","346.11365:177503 347.117:18620 348.12036:0","",0,0,0,0,0,0,776457,816519,760758,"0","784578.020833333","0","28753.7079213771"
"5768",2.094,346.15048,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 4015_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.88","Orbi_P_E2_WS03B","346.15048:58473 347.15383:16476 348.15719:0","",0,0,0,0,0,0,144400,148231,135647,"0","142759.526041667","0","6450.58354646501"
"5769",7.028,346.16544,"Unknown","[M+Na]+","adduct linked to 6280_[M+ACN+H]+; adduct linked to 6187_[M+K]+","1","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.26","Orbi_P_E2_WS03B","346.16544:265467 347.16879:82497 348.17215:10840","",88092,75323,57736,49269,50874,52293,503729,772219,702985,"62264.5598958333","659644.34375","15850.2330945139","139393.325630642"
"5770",0.577,346.17148,"Unknown","[M+NH4]+","adduct linked to 5914_[M+Na]+; adduct linked to 6409_[M+ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","28.4","Orbi_P_E2_WS03B","346.17148:119627 347.17483:0 348.17819:0","",0,0,0,0,0,0,250385,237134,191009,"0","226176.135416667","0","31168.0929380999"
"5775",4.688,346.25952,"Unknown","[M+DMSO+H]+","adduct linked to 3847_[M+Li]+","0.444","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","98.41","Orbi_P_E2_WS03A","346.25952:847316 347.26287:166999 348.26623:15019","60.3357:2469 83.08624:2417 97.10184:3467 147.1167:3363",508880,10153,14730,6797,4545,4368,4730475,5198120,4711294,"91578.750406901","4879963.33333333","204472.517816094","275699.038665504"
"5776",4.854,346.25955,"Unknown","[M+NH4]+","adduct linked to 5929_[M+Na]+; adduct linked to 6820_[M+IsoProp+H]+","0.444","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","22.18","Orbi_P_E2_WS03B","346.25955:222758 347.2629:45721 348.26626:0","",311162,2198,7672,1901,3353,4938,562754,642183,520917,"55204.123433431","575285.114583333","125411.280532225","61596.4462882728"
"5799",4.802,347.16357,"Unknown","[M+H]+","","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2.57","Orbi_P_E2_WS03B","347.16357:17139 348.16692:0 349.17028:0","",0,0,0,0,0,0,52120,52289,32794,"0","45734.29296875","0","11207.1000615978"
"5810",1.121,348.12973,"Unknown","[M+3H]+","adduct linked to 1686_[M-C6H10O5+H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.99","Orbi_P_E2_WS03B","348.12973:35084 349.13308:0 350.13644:0","",0,0,0,0,0,0,162064,189456,160557,"0","170692.223958333","0","16267.750234527"
"5816",2.036,348.20193,"Unknown","[M+K]+","adduct linked to 3844_[M+ACN+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","27.24","Orbi_P_E2_WS03C","348.20193:113150 349.20528:23657 350.20864:0","",0,0,0,0,0,0,188462,222815,318797,"0","243358.166666667","0","67552.2752260438"
"5832",2.81,348.27487,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.27","Orbi_P_E2_WS03B","348.27487:34508 349.27822:4233 350.28158:0","",0,0,0,0,0,0,81626,82775,72715,"0","79038.6927083333","0","5506.31219753139"
"5846",2.308,349.08963,"Unknown","[M+Na]+","adduct linked to 6263_[M+K]+; adduct linked to 7101_[M+DMSO+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","54.35","Orbi_P_E2_WS03A","349.08987:587837 350.09322:121983 351.09658:21575","122.35046:2975 185.04228:46956 331.13043:3267",0,0,0,0,0,0,1532326,1677875,1792463,"0","1667554.66666667","0","130375.269801634"
"5876",2.867,350.21808,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","33.9","Orbi_P_E2_WS03B","350.21808:160112 351.22143:35180 352.22479:4624","",0,0,1465,0,0,0,409713,414745,393655,"244.203572591146","406037.864583333","598.174146213019","11014.8239297526"
"5929",4.866,351.21457,"Unknown","[M+Na]+","adduct linked to 5776_[M+NH4]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.85","Orbi_P_E2_WS03A","351.21469:263246 352.21804:78763 353.2214:0","277.8284:3136",46384,32968,85972,53166,66152,64267,797175,883853,792615,"58151.53125","824547.895833333","18291.5893661892","51410.588301831"
"5930",4.712,351.21478,"Unknown","[M+H]+","adduct linked to 7592_[M+2ACN+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","38.43","Orbi_P_E2_WS03A","351.21475:503701 352.2181:127750 353.22146:35667","59.61505:9227",9945,8337,21748,13566,22995,12290,2309146,2536874,2201688,"14813.5131835938","2349236.16666667","6141.40134171878","171151.638834239"
"5931",5.039,351.215,"Unknown","[M+2ACN+H]+","adduct linked to 3864_[M+Li]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","50.27","Orbi_P_E2_WS03A","351.2149:652841 352.21825:146819 353.22161:16913","60.22414:3859",44197,44441,33171,58825,50379,69164,2156527,2350400,2086770,"50029.5852864583","2197899","12594.0824818211","136597.374302867"
"5938",5.837,351.25351,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.51","Orbi_P_E2_WS03B","351.25351:74397 352.25686:20483 353.26022:0","",2057,1674,0,0,2016,0,219654,222445,216804,"957.86610921224","219634.510416667","1057.69140899427","2820.48671554776"
"5939",5.775,351.25357,"Unknown","[M+NH4]+","adduct linked to 7329_[M+IsoProp+Na+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.23","Orbi_P_E2_WS03B","351.25357:56826 352.25692:19839 353.26028:0","",2574,0,0,0,2016,0,192486,220394,196949,"764.988342285156","203276.510416667","1198.19782748893","14991.1694816669"
"5942",5.377,351.25394,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.39","Orbi_P_E2_WS03B","351.25394:44027 352.25729:11420 353.26065:0","",0,2214,0,0,0,0,125882,147698,125279,"368.996256510417","132952.755208333","903.852545447656","12772.9245246129"
"5946",3.268,352.117,"Unknown","[M+Li]+","adduct linked to 7174_[M-C6H10O4+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.1","Orbi_P_E2_WS03A","352.117:28113 353.12035:8285 354.12371:0","",0,0,0,0,0,0,70011,71116,62847,"0","67991.3463541667","0","4489.02451831096"
"5948",2.549,352.16086,"Unknown","[M+H]+","adduct linked to 6495_[M+Na]+; similar chromatogram in higher mz_8555; similar chromatogram in higher mz_10954","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17.41","Orbi_P_E2_WS03B","352.16086:142891 353.16421:25554 354.16757:5654","",0,0,0,0,0,0,339893,375308,326778,"0","347326.4375","0","25104.7275270228"
"5950",2.306,352.19751,"Unknown","[M+NH4]+","adduct linked to 5636_[M+Li]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.99","Orbi_P_E2_WS03B","352.19751:47797 353.20086:9163 354.20422:0","",0,0,0,0,0,0,117558,124139,113244,"0","118313.552083333","0","5486.54664777813"
"5974",1.731,353.06497,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.53","Orbi_P_E2_WS03B","353.06497:19229 354.06832:0 355.07168:0","",0,0,0,0,0,0,42454,46673,40581,"0","43235.96875","0","3120.58886213505"
"5976",1.616,353.08478,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","31.15","Orbi_P_E2_WS03A","353.08478:90556 354.08813:17122 355.09149:14902","",0,0,0,0,0,0,256921,254746,235876,"0","249180.921875","0","11573.2701141682"
"5980",2.193,353.1207,"Unknown","[M+IsoProp+H]+","adduct linked to 546_[M-C6H10O5+H]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.73","Orbi_P_E2_WS03B","353.1207:48139 354.12405:0 355.12741:0","",0,0,0,0,0,1382,181719,198378,163062,"230.391581217448","181053.010416667","564.341815015736","17667.3226360159"
"5982",1.954,353.13467,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.18","Orbi_P_E2_WS03C","353.13467:77146 354.13802:16354 355.14138:0","",0,0,0,0,0,0,181118,198250,220228,"0","199865.40625","0","19604.8662045596"
"5983",2.075,353.13522,"Unknown","[M+2ACN+H]+","adduct linked to 3766_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.88","Orbi_P_E2_WS03B","353.13522:58706 354.13857:15217 355.14193:0","",0,0,0,0,0,0,153629,166924,157149,"0","159234.348958333","0","6888.41621118519"
"5993",7.438,353.26944,"Unknown","[M+2ACN+H]+","adduct linked to 5795_[M+2K-H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.15","Orbi_P_E2_WS03B","353.26944:84825 354.27279:23602 355.27615:0","",25799,2415,0,5212,3644,3963,255500,275373,255510,"6838.93111165365","262127.661458333","9454.84923269542","11471.0713177045"
"6015",2.444,355.10141,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17.24","Orbi_P_E2_WS03B","355.10141:27785 356.10476:5160 357.10812:0","",0,0,0,0,0,0,105475,109561,89859,"0","101631.286458333","0","10398.1508048391"
"6016",2.179,355.10275,"Unknown","[M+K]+","adduct linked to 6874_[M+2K-H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","436.91","Orbi_P_E2_WS03A","355.10278:1305192 356.10613:273882 357.10949:44814","135.04398:5153 145.02832:8897",0,0,0,0,0,0,3513252,3643872,3515470,"0","3557531.66666667","0","74781.5749505407"
"6017",2.233,355.10275,"Unknown","[M+2K-H]+","adduct linked to 5058_[M+ACN+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","357.67","Orbi_P_E2_WS03A","355.10284:1134374 356.10619:243620 357.10955:36683","96.8644:3398 145.02861:8840",0,0,0,0,0,0,3452176,3752191,2682825,"0","3295730.83333333","0","551581.744129346"
"6018",1.841,355.10278,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 4262_[M+NH4]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","384.51","Orbi_P_E2_WS03A","355.10272:6197956 356.10607:1520629 357.10943:268648","120.7497:2942 145.02875:13145",0,0,0,0,0,0,19081040,22183106,20869588,"0","20711244.6666667","0","1557083.11451166"
"6019",1.082,355.10294,"Unknown","[M+H]+","adduct linked to 6876_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","33.71","Orbi_P_E2_WS03B","355.10294:78563 356.10629:14398 357.10965:0","",0,0,0,0,0,0,415824,506114,442377,"0","454771.729166667","0","46403.6437413376"
"6020",1.323,355.10315,"Unknown","[M+NH4]+","adduct linked to 1523_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","19.4","Orbi_P_E2_WS03B","355.10315:62403 356.1065:9860 357.10986:0","",0,0,0,0,0,0,292279,317436,302970,"0","304228.447916667","0","12625.5208696054"
"6025",1.387,355.13693,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 4260_[M+NH4]+; adduct linked to 5611_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.35","Orbi_P_E2_WS03C","355.13693:63379 356.14028:0 357.14364:0","",0,0,0,0,0,0,173231,162370,166034,"0","167211.583333333","0","5525.23489510423"
"6026",1.661,355.15063,"Unknown","[M+2ACN+H]+","adduct linked to 3816_[M+H]+; adduct linked to 4116_[M+Li]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.48","Orbi_P_E2_WS03A","355.15063:60034 356.15398:11307 357.15734:15294","",0,0,0,0,0,0,168014,162364,157743,"0","162707.109375","0","5144.09070714827"
"6027",1.576,355.15094,"Unknown","[M+ACN+2H]2+","adduct linked to 8551_[M+3Na]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.24","Orbi_P_E2_WS03B","355.15094:37609 356.15429:9347 357.15765:0","",0,0,0,0,0,0,90963,115609,84392,"0","96987.953125","0","16457.3961960095"
"6031",2.956,355.17331,"Unknown","[M+Na]+","adduct linked to 5877_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.65","Orbi_P_E2_WS03B","355.17331:92691 356.17666:19976 357.18002:0","",2015,0,0,0,1469,0,265326,261590,244661,"580.699788411458","257192.536458333","916.008590905962","11012.1901040075"
"6037",4.892,355.24652,"Unknown","[M+IsoProp+H]+","adduct linked to 4490_[M+3H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.96","Orbi_P_E2_WS03B","355.24652:26595 356.24987:0 357.25323:0","",0,0,0,1710,0,0,38191,56826,36069,"284.986592610677","43695.1796875","698.071735430582","11420.9771673904"
"6047",5.141,356.24417,"Unknown","[M+H]+","adduct linked to 7355_[M+ACN+Na]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2.87","Orbi_P_E2_WS03B","356.24417:25610 357.24752:0 358.25088:0","",60415,4142,2511,1554,0,1799,108404,124405,135935,"11736.8840332031","122914.5859375","23885.5103878706","13825.7125630573"
"6060",2.519,357.11584,"Unknown","[M+H]+","adduct linked to 6599_[M+Na]+; adduct linked to 6928_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.63","Orbi_P_E2_WS03C","357.11584:28771 358.11919:0 359.12255:0","",0,0,0,0,0,0,65983,76622,71465,"0","71356.7005208333","0","5320.13133303842"
"6067",3.973,357.18903,"Unknown","[M+H]+","","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","27.91","Orbi_P_E2_WS03A","357.18924:297396 358.19259:66306 359.19595:17375","54.05413:2419 59.01867:2386 60.75563:5033 89.50015:2569 96.86313:2465 133.0076:3205 230.25174:2496 236.80075:2581 244.16949:2701 357.18869:99741",3169,1373,0,1435,1060,1202,803255,844762,793996,"1373.09584554036","814004.125","1023.74185516189","27036.052031775"
"6068",4.048,357.18909,"Unknown","[M+H]+","adduct linked to 7630_[M+DMSO+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.4","Orbi_P_E2_WS03B","357.18909:106798 358.19244:19789 359.1958:0","",1312,1373,0,1435,1060,1996,296957,309395,268873,"1195.95668538411","291741.53125","661.916517040621","20758.1435874753"
"6083",0.514,358.12274,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","28.92","Orbi_P_E2_WS03C","358.12274:42834 359.12609:0 360.12945:0","",0,0,0,0,0,0,133032,131347,82635,"0","115671.244791667","0","28622.9179120147"
"6087",1.2,358.17078,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.05","Orbi_P_E2_WS03B","358.17078:31960 359.17413:0 360.17749:0","",0,0,0,0,0,0,147201,152216,158911,"0","152775.963541667","0","5875.19412321269"
"6113",2.462,359.17047,"Unknown","[M+NH4]+","adduct linked to 7373_[M+DMSO+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.14","Orbi_P_E2_WS03C","359.17047:56616 360.17382:11026 361.17718:0","",0,0,0,0,0,0,161295,174450,164866,"0","166870.411458333","0","6802.67443079987"
"6114",2.644,359.17065,"Unknown","[M+H]+","adduct linked to 7742_[M+IsoProp+Na+H]+; adduct linked to 6543_[M+NH4]+; adduct linked to 6654_[M+Na]+; adduct linked to 6961_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","27.92","Orbi_P_E2_WS03B","359.17065:148977 360.174:28570 361.17736:8332","",0,0,1693,0,0,0,402793,448839,413103,"282.168762207031","421578.427083333","691.169488759949","24164.9788495087"
"6137",2.434,360.12939,"Unknown","[M+2ACN+H]+","adduct linked to 9533_[2M+NH4]+; adduct linked to 5204_[M+Li]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.8","Orbi_P_E2_WS03B","360.12939:60195 361.13274:12870 362.1361:0","",0,0,2509,0,0,0,157910,156701,147190,"418.113728841146","153933.8125","1024.16529011321","5871.3821003916"
"6139",0.554,360.15048,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 3925_[M+H]+","1","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8783.11","Orbi_P_E2_WS03A","360.15042:116764360 361.15377:17983338 362.15713:3941221","57.03447:84376 81.0343:46616 97.02903:1295945 109.02897:129734 127.03933:4330583",442857,429382,607367,364026,331387,330231,375377696,391575552,380305568,"417541.755208333","382419605.333333","104617.946683929","8303282.49153486"
"6157",0.512,361.04968,"Unknown","[M+2Na-H]+","adduct linked to 4981_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.77","Orbi_P_E2_WS03A","361.04968:203933 362.05303:0 363.05639:0","",0,0,0,0,0,0,381270,333657,282733,"0","332553.166666667","0","49277.929387318"
"6158",1.386,361.09015,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2.34","Orbi_P_E2_WS03C","361.09015:24610 362.0935:0 363.09686:0","",0,0,0,0,0,0,56345,67546,60763,"0","61551.3385416667","0","5642.28174835814"
"6159",2.15,361.09039,"Unknown","[M+2Na-H]+","adduct linked to 4985_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13.88","Orbi_P_E2_WS03B","361.09039:74747 362.09374:8850 363.0971:0","",0,0,0,0,0,0,249887,295326,267485,"0","270899.427083333","0","22910.9404944061"
"6160",4.716,361.10971,"Unknown","[M+2K-H]+","adduct linked to 9681_[M+2ACN+H]+; adduct linked to 8017_[M+DMSO+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.93","Orbi_P_E2_WS03B","361.10971:41400 362.11306:0 363.11642:0","",0,0,0,0,0,0,125788,124271,122771,"0","124276.9609375","0","1508.66778250426"
"6161",3.735,361.11023,"Unknown","[M+H]+","similar chromatogram in higher mz_11015","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.91","Orbi_P_E2_WS03A","361.11023:52316 362.11358:11198 363.11694:0","",0,0,0,0,0,0,137728,129171,113468,"0","126789.395833333","0","12304.1389130248"
"6163",1.427,361.13852,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.4","Orbi_P_E2_WS03B","361.13852:65348 362.14187:18486 363.14523:0","",0,0,0,0,0,0,166621,177212,146390,"0","163407.78125","0","15660.2463815768"
"6186",1.92,362.14542,"Unknown","[M+H]+","adduct linked to 5715_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","20.27","Orbi_P_E2_WS03B","362.14542:52557 363.14877:11406 364.15213:0","",0,0,1552,0,1500,1666,132056,145389,124820,"786.418029785156","134088.239583333","863.137286780991","10433.7988792585"
"6205",0.618,363.03363,"Unknown","[M+Li]+","adduct linked to 7691_[M+2ACN+H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.04","Orbi_P_E2_WS03B","363.03363:40408 364.03698:0 365.04034:0","",0,0,0,0,0,0,85091,89354,65424,"0","79956.171875","0","12764.9080529123"
"6209",4.759,363.12619,"Unknown","[M+H-2H2O]+","adduct linked to 2895_[M-C6H10O5+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.85","Orbi_P_E2_WS03C","363.12619:38140 364.12954:7798 365.1329:0","",0,0,0,0,0,0,107580,102687,115705,"0","108657.338541667","0","6575.71963022716"
"6211",8.375,363.15366,"Unknown","[M+Na]+","adduct linked to 6095_[M+NH4]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.1","Orbi_P_E2_WS03B","363.15366:19212 364.15701:0 365.16037:95831","",0,2730,0,0,0,2716,43283,48132,41340,"907.660766601563","44251.7669270833","1406.14872472813","3498.33665539743"
"6212",0.493,363.17761,"Unknown","[M+ACN+H]+","adduct linked to 5998_[M+CH3OH+H]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.64","Orbi_P_E2_WS03A","363.17761:79225 364.18096:0 365.18432:0","",0,0,0,0,0,0,191360,133006,154955,"0","159773.598958333","0","29473.5274356222"
"6214",5.947,363.21439,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.53","Orbi_P_E2_WS03C","363.21439:28712 364.21774:0 365.2211:0","",0,4016,7749,3983,1762,2214,40443,54286,66588,"3287.29571533203","53772.2200520833","2653.5567079926","13080.0872361697"
"6227",1.797,364.13742,"Unknown","[M+ACN+Na]+","adduct linked to 707_[M-C6H10O5+H]+; adduct linked to 1038_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","61.19","Orbi_P_E2_WS03B","364.13742:264011 365.14077:54124 366.14413:9106","",0,0,0,0,0,0,750771,763377,671925,"0","728690.875","0","49563.0299812853"
"6264",1.985,365.08484,"Unknown","[M+2K-H]+","adduct linked to 813_[M-C6H10O4+H]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17.67","Orbi_P_E2_WS03B","365.08484:105112 366.08819:14921 367.09155:0","",0,0,0,0,0,0,273320,290682,280055,"0","281352.375","0","8753.34016732818"
"6267",0.548,365.10577,"Unknown","[M+H+Na]2+","adduct linked to 6185_[M+NH4]2+","0.444","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2723.39","Orbi_P_E2_WS03A","365.10562:51859528 366.10897:8959683 367.11233:1871267","122.19042:26174",334136,156588,534608,201818,327576,200029,214258800,214211792,206011824,"292459.065104167","211494138.666667","139159.135005917","4747881.95054146"
"6272",2.83,365.13577,"Unknown","[M+Na]+","adduct linked to 1968_[M-C6H10O4+H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2.77","Orbi_P_E2_WS03B","365.13577:34476 366.13912:7386 367.14248:0","",0,0,0,1193,0,0,87614,92971,79377,"198.89756266276","86654.0729166667","487.197539607006","6847.80443008675"
"6278",3.244,365.17184,"Unknown","[M+H]+","adduct linked to 10870_[2M+ACN+H]+; adduct linked to 7823_[M+IsoProp+Na+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.71","Orbi_P_E2_WS03A","365.17181:226671 366.17516:62589 367.17852:11740","64.59736:2509 166.08566:12367",0,0,0,0,0,0,567945,603743,551015,"0","574234.125","0","26920.784005172"
"6287",4.604,365.19431,"Unknown","[2M+H]+","adduct linked to 7381_[2M+3H2O+2H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.85","Orbi_P_E2_WS03B","365.19431:72829 366.19766:15773 367.20102:10853","",45651,11578,25048,8009,10185,15246,235541,248493,218503,"19285.9637858073","234179.020833333","14241.038023076","15041.2587824402"
"6288",5.771,365.22989,"Unknown","[M-C6H10O4+H]+","adduct linked to 8579_[M+H-H2O]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.24","Orbi_P_E2_WS03A","365.22989:53340 366.23324:12433 367.2366:0","",0,0,2450,5223,2168,4066,185364,202272,122577,"2317.86360677083","170070.809895833","2110.98728405639","41990.8640615072"
