"Feature","mz","rt","Orbi_P_E2_EXBLANKA","Orbi_P_E2_EXBLANKB","Orbi_P_E2_EXBLANKC","Orbi_P_E2_Wasteblank4","Orbi_P_E2_Wasteblank5","Orbi_P_E2_Wasteblank6","Orbi_P_E2_WS03A","Orbi_P_E2_WS03B","Orbi_P_E2_WS03C"
"8047",459.31113,4.142,0,0,0,0,0,0,311355,356962,302083
"8048",459.31119,3.788,0,0,0,0,0,0,728833,731998,656530
"8049",459.81192,9.862,94534,0,0,0,0,0,0,0,0
"8050",460.14584,11.66,137057,263828,162681,176652,86761,54931,73224,17342,180956
"8051",460.17566,7.35,67419,0,2467,0,0,0,0,0,0
"8052",460.18219,2.871,0,0,0,0,0,0,76659,78255,75053
"8053",460.23907,2.694,176983,198094,174639,189788,196548,200186,204135,197015,194115
"8054",460.27069,6.654,2134279,1078309,1061371,111080,123163,122736,229313,213125,168738
"8055",460.27139,6.004,80389,46045,74828,82926,77696,59913,40535,39062,38830
"8056",460.276,3.105,115138,112884,112034,109842,109140,110408,113000,116684,112838
"8057",460.29526,4.012,229052,222725,229447,222653,206921,241133,240295,234673,245550
"8058",460.29596,10.465,620422,564585,298540,630360,569306,521523,283404,391302,688409
"8059",460.29681,11.072,176733,149632,130120,168757,135936,182356,168346,113605,137226
"8060",460.34302,6.959,0,0,0,0,0,0,40009,39382,28993
"8061",461.03693,2.233,0,0,0,0,0,0,41460,51549,39840
"8062",461.0687,8.284,0,5846,3063,2474,0,0,59070,60963,39728
"8063",461.12143,3.057,0,0,0,0,0,0,114484,105259,48280
"8064",461.1662,2.227,0,0,0,0,0,0,86287,88145,45148
"8065",461.18729,9.723,3508,3317,0,2932,2171,0,44242,47244,42860
"8066",461.26666,8.144,0,0,0,0,0,0,405130,371505,298686
"8067",461.2916,5.119,206081,184472,161068,169698,170072,172042,225667,203018,201124
"8068",461.32541,10.53,90334,2091,3436,2313,1833,1996,4352,8715,2220
"8069",461.33585,7.443,198148,0,0,0,0,0,0,0,0
"8070",461.34308,3.683,279820,7468,41282,0,0,0,0,0,0
"8071",461.36469,11.021,403574,191835,120469,175349,180285,153390,94854,156992,244067
"8072",461.37253,9.023,277192,87029,119677,35122,15146,37391,67272,17455,37359
"8073",461.83469,3.911,184320,9340,4185,0,0,0,0,0,0
"8074",461.85843,3.763,512120,160426,151561,0,0,0,7807,2701,7240
"8075",461.86633,8.784,173948,100493,103165,132624,231828,38130,103264,200091,160601
"8076",462.09961,1.817,0,0,0,0,0,0,37029,34034,39665
"8077",462.19778,2.499,0,0,0,0,0,0,83206,71643,69672
"8078",462.19785,2.727,0,0,0,0,0,0,75013,82987,78695
"8079",462.23502,2.081,0,0,0,0,0,0,25170,37004,36452
"8080",462.24973,6.652,271945,121182,118863,2332,1886,1766,12244,8657,2971
"8081",462.27301,2.959,201701,213114,190362,182135,191572,191860,220722,224933,254026
"8082",462.35019,3.191,315080,43194,47036,0,0,0,47830,45303,43661
"8083",462.35361,10.278,96771,80914,92052,89759,94776,83818,122959,145771,121817
"8084",462.86203,0.472,2105,0,1444,0,0,0,6323328,6022859,4348294
"8085",463.05603,2.695,0,0,0,0,0,0,76493,61696,37884
"8086",463.05615,2.31,0,0,0,0,0,0,105371,91514,95738
"8087",463.08777,2.17,0,0,0,0,0,0,512775,546215,527899
"8088",463.11429,9.211,0,0,0,0,0,0,90932,97547,73705
"8089",463.12302,3.68,0,0,0,0,0,0,60306,56728,50486
"8090",463.13113,9.334,253598,273836,276503,259075,239254,263899,285026,315102,318147
"8091",463.15771,2.225,0,0,0,0,0,0,172872,175111,168245
"8092",463.15799,2.647,0,0,0,0,0,0,24854,29316,22217
"8093",463.15936,3.102,0,0,0,0,0,0,39492,49960,28807
"8094",463.17902,1.888,0,0,0,0,0,0,43876,38014,23092
"8095",463.22409,7.893,0,0,0,0,0,0,36702,33791,46842
"8096",463.22522,7.608,0,0,0,0,0,0,105887,107459,112010
"8097",463.22531,7.401,0,0,0,0,0,0,35059,39761,31342
"8098",463.32581,8.252,93386,0,0,0,0,0,0,0,0
"8099",463.34302,8.62,176182,163438,163798,158529,170467,157921,183326,175030,178782
"8100",463.34421,8.755,1151270,310517,345468,292541,261967,266080,311673,325344,309993
"8101",463.35086,6.342,62433,1967,2417,0,0,0,0,0,0
"8102",464.11755,0.821,0,0,0,0,0,0,29560,26596,14591
"8103",464.11792,0.512,0,0,0,0,0,0,227269,179199,201109
"8104",464.21387,2.592,0,0,0,0,0,0,520155,575904,505741
"8105",464.21402,2.53,0,0,0,0,0,0,206448,208295,179055
"8106",464.21442,4.333,0,0,0,0,0,0,32527,29845,24996
"8107",464.26541,6.721,19615,25332,26729,21897,26908,21494,24965,31149,25895
"8108",464.26642,6.817,15490,29879,33270,27268,32701,27661,35271,29808,24552
"8109",464.2876,4.681,95808,86449,84233,81022,87946,80888,83128,91526,87553
"8110",464.33362,7.227,73106,3074,0,0,0,0,0,0,0
"8111",464.33588,3.761,5526044,1608220,1656739,0,0,0,171705,144612,145535
"8112",464.34155,10.294,6883121,93216,103583,0,0,0,80064,180734,91965
"8113",464.35901,9.757,289640,356276,360502,303836,279634,301551,322580,367449,334255
"8114",464.3591,8.448,1053871,1063705,1059392,923362,884338,1089303,994272,1004593,923676
"8115",464.35968,6.914,184021,191456,184798,179173,177661,179747,195552,185110,168323
"8116",464.43243,9.602,1901860,2427156,2360850,2104864,1643048,2075604,1886464,2390821,2227038
"8117",464.87268,11.657,456800,485784,473770,417740,453479,418036,468205,361986,619391
"8118",465.03555,1.853,0,0,0,0,0,0,93805,91246,102813
"8119",465.10391,3.091,0,0,0,0,0,0,1594440,1667218,1611522
"8120",465.10403,2.958,0,0,0,0,0,0,913953,896380,864061
"8121",465.13062,9.725,0,0,0,0,0,0,19877,30954,11075
"8122",465.13846,7.222,0,0,0,0,0,0,49689,40718,38746
"8123",465.18759,3.571,0,0,0,0,0,0,51388,77118,107838
"8124",465.25031,10.495,207817,424003,511872,504948,468316,392689,516455,488939,528336
"8125",465.25046,11.074,125137,131182,126367,134006,138214,111549,120322,87914,99876
"8126",465.33124,8.942,1014273,20205,30882,0,0,0,10557,18595,15720
"8127",465.36987,7.084,62121,3634,2296,0,0,2642,0,0,0
"8128",465.40707,7.479,384266,0,0,0,0,0,0,0,0
"8129",466.05713,0.633,0,0,0,0,0,0,47145,41857,40522
"8130",466.10297,2.31,0,0,0,0,0,0,41858,38353,39360
"8131",466.17184,3.208,0,0,0,0,0,0,216499,219211,232444
"8132",466.17703,6.189,143779,119981,142864,0,0,1772,157784,153802,93218
"8133",466.23221,4.863,19216,18840,19812,17836,20147,14166,40555,59458,15018
"8134",466.26559,2.524,0,0,0,0,0,0,38667,43086,34796
"8135",466.4108,10.522,589234,539918,617357,571681,452971,473835,604589,629291,516048
"8136",466.41168,10.4,808932,45608,80648,44470,27938,49077,67403,75728,66370
"8137",466.81897,10.289,99814,0,2276,0,0,0,0,0,0
"8138",467.05234,1.85,0,0,0,0,0,0,84580,108989,108262
"8139",467.15311,2.168,0,0,0,0,0,0,62274,66616,57038
"8140",467.15369,2.499,0,0,0,0,0,0,192889,209700,166200
"8141",467.15408,2.347,0,0,0,0,0,0,35840,37822,40948
"8142",467.19009,3.802,0,0,0,0,0,0,526954,472787,247050
"8143",467.20538,10.191,21665,9524,25866,16494,22599,25108,50431,72024,74458
"8144",467.2056,10.317,83453,73502,146262,85934,143333,108739,138949,339540,192532
"8145",467.24289,5.541,0,0,0,0,0,0,33966,37017,41678
"8146",467.24323,3.986,0,0,0,0,0,0,111021,116514,102099
"8147",467.24368,5.07,0,0,0,0,0,0,18632,33787,33385
"8148",467.24405,4.35,0,0,0,0,0,0,355725,384704,341157
"8149",467.2446,4.067,0,0,0,0,0,0,37738,39405,28204
"8150",467.28384,3.203,206798,310756,198779,195453,190860,167884,186746,214600,227774
"8151",467.30243,3.622,432310,406860,420196,379626,353435,389488,466950,361388,418537
"8152",467.30988,8.279,0,0,2436,0,3529,0,48778,65382,2616
"8153",467.38553,7.375,543158,0,0,0,0,0,0,0,0
"8154",467.38608,8.337,2091343,57265,73711,0,0,0,0,0,0
"8155",467.83459,0.462,0,0,2076,0,0,0,138153,62034,34741
"8156",468.03503,2.308,0,0,0,0,0,0,32225,29350,36253
"8157",468.03687,2.698,0,0,0,0,0,0,28308,26704,17256
"8158",468.16391,2.899,0,0,0,0,0,0,102150,102822,88429
"8159",468.19153,5.788,91008,1617,0,0,0,0,46276,27093,21266
"8160",468.19159,6.114,93542,0,2022,0,0,0,47736,38853,29429
"8161",468.27484,6.295,0,0,0,0,0,0,72102,82082,69174
"8162",468.30042,5.084,148097,1951,1403,0,0,0,0,0,0
"8163",468.35477,8.371,297688,18783,14066,6002,2428,2838,17344,12488,11598
"8164",468.36487,7.73,37446,65579,57166,0,2220,0,1712,2273,2013
"8165",468.38937,8.284,235968,86631,160325,63200,35148,87378,48201,65988,55236
"8166",468.38971,11.628,156046,151201,213116,72155,88510,176935,228801,259894,217067
"8167",468.39032,8.997,2505909,3461312,2945242,2820050,2552452,2573477,3123918,2974278,3787447
"8168",468.39108,8.848,3863692,4078668,3994492,3709916,3856016,3744411,4123201,3903176,3869391
"8169",468.39133,5.68,250653,203348,252795,236865,242198,224224,210291,230204,234759
"8170",468.39136,10.686,453830,421709,756804,304103,762228,200289,734534,655004,341413
"8171",468.80353,0.47,3441,1781,2053,1756,6868,4630,31685,48867,51056
"8172",469.13266,2.646,0,0,0,0,0,0,188781,207856,167486
"8173",469.14923,7.224,0,0,0,0,0,0,95562,90676,93886
"8174",469.14978,7.302,0,0,0,0,0,0,57022,51617,53450
"8175",469.16913,2.586,0,0,0,0,0,0,202651,202900,195990
"8176",469.1908,4.176,0,0,0,0,0,0,41481,67737,59566
"8177",469.20544,4.414,0,0,0,0,0,0,42386,52851,40487
"8178",469.20667,3.89,0,0,0,0,0,0,71247,52722,27698
"8179",469.25903,5.705,0,0,0,0,0,0,487717,540423,549966
"8180",469.25916,5.29,0,0,0,0,0,0,502551,484916,443958
"8181",469.25952,4.178,0,0,0,0,0,0,11554162,12191677,10355913
"8182",469.25952,5.221,0,0,0,0,0,0,320683,364783,317744
"8183",469.25961,4.044,0,0,0,0,0,0,116283,109713,103897
"8184",469.25964,4.724,0,0,0,0,0,0,2815828,3157059,3008776
"8185",469.25967,3.781,0,0,0,0,0,0,1790887,1870956,1716667
"8186",469.2597,6.056,0,0,0,0,0,0,100381,101072,85061
"8187",469.25986,4.434,0,0,0,0,0,0,220992,249022,238601
"8188",469.26001,5.45,0,0,0,0,0,0,236873,268674,250954
"8189",469.26019,5.35,0,0,0,0,0,0,204922,247975,207697
"8190",469.26031,6.969,0,0,0,0,0,0,267303,247737,239867
"8191",469.29684,6.671,312829,279612,269988,227198,275934,233953,285312,320774,303833
"8192",469.29688,6.774,1032446,870238,954497,925082,911986,939805,1025311,1067564,974260
"8193",469.32889,4.178,2375,0,0,0,0,0,46630,46827,41851
"8194",469.32938,11.627,47349,45224,47055,41038,55147,37675,29743,40842,46721
"8195",469.33963,3.048,388044,3485,5091,0,0,0,0,1517,0
"8196",469.34012,3.565,234027,43420,47709,0,0,0,1826,8665,0
"8197",469.36276,10.787,1748332,1434260,1726830,1628056,1468207,1506838,1659715,1576114,1493667
"8198",470.22977,2.259,0,0,0,0,0,0,281873,255886,193752
"8199",470.29102,5.964,0,0,0,0,0,0,8079149,9216015,7699372
"8200",470.29105,7.033,4226,0,0,1648,3710,2591,4555588,4309160,3889001
"8201",470.29108,5.57,0,0,0,0,0,0,1294318,1378394,1203389
"8202",470.29114,5.761,0,0,0,0,0,0,229739,265597,232080
"8203",470.29126,5.449,0,0,0,0,0,0,134651,119304,112849
"8204",470.29135,6.109,0,0,0,0,0,0,259287,305277,207663
"8205",470.29138,7.123,4226,0,0,1663,3050,0,524233,496994,489875
"8206",470.29141,6.7,15469,29312,15146,24923,25071,25843,1817869,1801399,1587636
"8207",470.29153,6.478,0,0,0,0,0,0,299880,283617,231862
"8208",470.29181,4.878,0,0,0,0,0,0,189004,197963,187167
"8209",470.29193,4.05,0,0,0,0,0,0,167757,184954,180569
"8210",470.32416,3.381,241380,0,1462,0,0,0,0,0,0
"8211",470.32971,8.143,13184,2917,0,2526,0,0,81568,100208,90193
"8212",470.34891,10.4,281423,3748,4308,5074,3595,15527,12404,11250,5692
"8213",470.3522,9.132,996579,217593,221308,350494,193999,345845,178929,408532,380152
"8214",470.37,7.311,700165,221987,265147,227789,211004,229154,239580,223634,234216
"8215",470.37152,3.076,1195202,89500,90659,0,0,0,25847,29914,22072
"8216",470.38525,11.141,232380,2944,0,0,0,1440,1757,1616,1536
"8217",470.38565,11.017,1803055,14537,14782,3197,0,1866,32346,41039,25889
"8218",470.79901,6.773,9640,28563,19785,20407,5058,22132,6125,29242,25235
"8219",471.09082,3.339,0,0,0,0,0,0,181818,185781,169420
"8220",471.12805,2.279,0,0,0,0,0,0,73331,82342,36784
"8221",471.14288,5.813,62688,100397,99625,104415,97034,106724,120418,109461,119485
"8222",471.14352,5.878,37360,77342,91275,87507,86234,82925,78595,84552,88652
"8223",471.20535,5.264,0,1657,0,0,0,1821,672883,667140,550936
"8224",471.27371,5.774,0,0,0,0,0,0,321514,357231,306974
"8225",471.27408,4.406,0,0,0,0,0,0,305486,325951,318146
"8226",471.27463,6.168,0,0,0,0,0,0,389695,438721,344535
"8227",471.27475,5.264,0,0,0,0,0,0,91921080,101011376,86144248
"8228",471.27493,4.279,0,0,0,0,0,0,961580,1008355,911479
"8229",471.27524,4.983,1726,0,0,0,0,0,972543,1088414,1011294
"8230",471.31979,2.703,81064,5278,3427,0,0,0,1671,0,0
"8231",471.34518,5.262,0,0,0,0,0,0,537978,559099,518977
"8232",471.34937,10.715,2621154,59717,48447,2210,0,0,60200,61553,44529
"8233",471.84366,7.735,61908,0,0,0,0,0,3870,0,0
"8234",471.86328,11.658,545010,619061,506962,488969,519537,480348,501506,631720,614699
"8235",471.99173,0.466,0,0,0,0,0,0,66658,46433,17472
"8236",472.02957,2.178,0,0,0,0,0,0,34061,21321,16046
"8237",472.20337,0.583,0,0,0,0,0,0,151139,179617,190670
"8238",472.24487,2.255,0,0,0,0,0,0,643208,706928,580814
"8239",472.245,2.347,0,0,0,0,0,0,80570,130473,142746
"8240",472.24506,2.643,0,0,1235,0,0,0,69751,64297,72708
"8241",472.27454,9.587,79074,64496,95644,69496,57448,77885,79255,95980,85670
"8242",472.30548,7.424,0,0,0,0,0,0,90728,95074,88756
"8243",472.30664,6.652,0,0,0,0,0,0,13643729,13288821,11669261
"8244",472.30664,6.779,0,0,0,0,0,0,4318735,4150646,3332992
"8245",472.30667,7.072,0,0,0,0,0,0,1186088,1073891,1065890
"8246",472.3067,6.125,0,0,0,0,0,0,4972200,5489360,4611674
"8247",472.30673,6.37,0,0,0,0,0,0,536718,559024,509185
"8248",472.30679,7.515,0,0,0,0,0,0,195072,194138,72384
"8249",472.30701,6.52,0,0,0,0,0,0,1773781,1875749,1522970
"8250",472.32162,3.763,993960,309534,300714,9794,9868,10016,26084,19475,14561
"8251",472.33911,9.38,2820493,79731,66399,2939,2594,0,61979,77048,44499
"8252",472.33957,3.235,112034,12320,6730,0,0,0,0,0,0
"8253",472.34164,7.554,73470,118512,114952,127184,132467,122921,125486,130486,126090
"8254",472.3649,9.585,3780141,61633,48809,3029,0,0,66974,121291,75744
"8255",472.37622,6.654,0,0,0,0,0,0,59072,64317,47877
"8256",472.81894,0.47,0,0,0,0,0,0,282059,275177,307546
"8257",472.90311,0.47,374850,270876,371667,221949,343670,261817,16207,7874,4613
"8258",473.08786,1.845,0,0,0,0,0,0,83989,118388,95957
"8259",473.13016,1.989,0,0,0,0,0,0,35753,29111,28018
"8260",473.16348,1.597,0,0,0,0,0,0,35202,36601,40432
"8261",473.17206,7.891,26355,56652,43355,37498,56793,29643,49691,60218,51135
"8262",473.2027,2.846,0,0,0,0,0,0,349464,342001,307412
"8263",473.203,3.178,0,0,0,0,0,0,135713,148706,143365
"8264",473.20303,3.035,0,0,0,0,0,0,90547,99785,93911
"8265",473.29065,3.249,4144,1457,0,2732,1526,1508,82914,75076,73632
"8266",473.29102,3.727,1999,0,0,0,0,0,591716,556084,521604
"8267",473.31021,6.469,0,0,0,0,0,0,513770,489828,449279
"8268",473.3103,6.974,0,0,0,0,0,0,456935,429139,387777
"8269",473.31943,11.438,372607,98523,127185,116677,122409,98976,128564,80560,91447
"8270",473.34711,10.683,44869,73969,48600,62925,76983,131997,154238,138102,157626
"8271",473.37296,8.618,108760,26391,34804,0,0,0,0,0,0
"8272",474.16074,11.65,0,0,0,0,0,0,73259,0,56544
"8273",474.21472,11.653,269600,108579,137094,163444,220198,283381,270520,273206,165721
"8274",474.21863,0.603,0,0,0,0,0,0,437558,472936,376186
"8275",474.21985,0.828,0,0,0,0,0,0,162466,183184,156612
"8276",474.26065,2.259,0,0,0,0,0,0,4879937,4995378,4212700
"8277",474.3559,10.228,76546,2010,0,0,0,0,0,0,3817
"8278",474.35684,10.153,102531,0,0,0,0,0,3176,0,3817
"8279",474.37997,11.417,374405,298949,397245,293455,322692,281444,404412,375305,293389
"8280",474.3801,11.139,369398,344807,406599,395056,386274,296072,360117,294772,304601
"8281",474.38055,11.245,353155,329762,335493,303962,331320,340262,371645,255974,277728
"8282",474.83331,11.663,0,110365,131584,0,59212,58123,0,0,53314
"8283",474.94159,0.47,269968,182821,250080,148207,223349,187049,10571,15736,0
"8284",475.05283,2.31,0,0,0,0,0,0,38763,45070,44145
"8285",475.10248,1.848,0,0,0,0,0,0,193187,195530,174755
"8286",475.14572,9.208,0,0,0,0,0,0,42309,47857,40997
"8287",475.15805,3.438,0,0,0,0,0,0,63220,57428,32409
"8288",475.16602,7.3,0,0,0,0,0,0,86753,78392,71498
"8289",475.16608,7.224,0,0,0,0,0,0,141479,127417,123549
"8290",475.17773,0.548,0,0,0,0,0,0,11247110,12611667,11484302
"8291",475.21884,3.145,0,0,0,0,0,0,73476,88690,75704
"8292",475.22345,7.613,9426,0,0,0,0,0,86912,77151,64371
"8293",475.24576,6.113,0,0,0,0,0,0,210380,216531,192332
"8294",475.24606,5.96,0,0,0,0,0,0,270533,344547,369805
"8295",475.24628,7.035,0,0,0,0,0,0,2668964,2446690,2260068
"8296",475.2464,6.93,0,0,0,0,0,0,119922,109885,103956
"8297",475.2464,6.686,0,0,0,0,0,0,1923156,1841634,1554167
"8298",475.2468,6.476,0,0,0,0,0,0,119526,111182,91673
"8299",475.32758,3.072,222788,15170,13738,0,0,0,0,1444,2464
"8300",475.35211,8.007,888512,53914,33277,0,0,0,0,0,0
"8301",475.38867,9.219,1155654,489219,503410,0,0,0,0,0,3004
"8302",476.0014,2.235,0,0,0,0,0,0,57329,54982,49202
"8303",476.0015,1.848,0,0,0,0,0,0,101371,121725,134132
"8304",476.16183,0.81,0,0,0,0,0,0,97019,100033,102014
"8305",476.1626,9.211,0,0,0,0,0,0,56071,64481,39318
"8306",476.16852,7.546,167402,0,0,0,0,0,0,0,0
"8307",476.17014,7.461,78950,0,0,0,0,0,0,0,0
"8308",476.19012,3.091,0,0,0,0,0,0,69909,70890,63097
"8309",476.19235,2.998,0,0,0,0,0,0,149353,160506,137086
"8310",476.1925,3.153,0,0,0,0,0,0,180251,184887,170842
"8311",476.25034,3.533,0,0,0,0,0,0,78655,93603,74768
"8312",476.25055,3.812,0,0,0,0,0,0,48589,46416,39914
"8313",476.27628,7.588,0,0,0,0,0,0,64464,53264,55794
"8314",476.2782,7.226,0,0,0,0,0,0,249888,234038,216701
"8315",476.27881,6.797,0,0,0,0,0,0,221835,211384,197013
"8316",476.30829,2.772,3595710,3380501,3340202,3329678,3298134,3144788,3421659,3502208,3531817
"8317",476.30957,11.647,336874,844069,942344,846422,923776,697472,894872,933935,936675
"8318",476.32227,9.99,53347,59112,45993,74499,74907,53814,51764,106815,74788
"8319",476.84967,3.725,139428,31938,30829,909,3654,2125,0,0,0
"8320",476.90796,11.641,279857,150387,230148,226977,294678,298783,319499,224109,265745
"8321",477.16827,3.927,0,0,0,0,0,0,49394,55954,50358
"8322",477.17154,2.573,0,0,0,0,0,0,36835,43986,33469
"8323",477.18277,7.707,0,0,0,0,0,0,53519,54967,48031
"8324",477.18811,2.837,0,0,0,0,0,0,52949,55297,49348
"8325",477.26163,6.776,0,0,0,0,0,0,1378409,1363821,1146050
"8326",477.26181,6.666,0,0,0,0,0,0,6102706,5906294,5145206
"8327",477.26193,6.224,0,0,0,0,0,0,535643,576816,508330
"8328",477.26205,6.125,0,0,0,0,0,0,2651364,2931936,2404800
"8329",477.26205,6.473,0,0,0,0,0,0,790763,789084,678307
"8330",477.26227,6.973,0,0,0,0,0,0,1109950,1104672,1254152
"8331",477.26236,7.498,0,0,0,0,0,0,112853,106164,92482
"8332",477.30154,8.108,1268814,1660320,1082491,1159705,1218240,1332513,1339733,1199190,1143274
"8333",477.35989,9.763,95231,145486,115940,113904,95710,157828,130697,153406,148388
"8334",477.36746,6.8,121120,0,2459,0,0,0,0,0,0
"8335",477.36792,7.024,186327,0,0,0,0,0,0,0,0
"8336",477.8027,8.059,168300,898692,197677,138415,179523,208332,195950,196884,214825
"8337",478.11023,0.524,0,0,0,0,0,0,60898,56824,23328
"8338",478.19269,2.024,0,0,0,0,0,0,192675,218906,227623
"8339",478.19293,2.267,0,0,0,0,0,0,197732,212733,188227
"8340",478.20856,6.598,160723,152678,163927,160875,164397,176032,151568,186712,177179
"8341",478.2298,4.409,2881,4746,1664,1338,1899,10117,29524,38506,8589
"8342",478.24469,8.141,0,0,0,0,0,0,127190,121069,103880
"8343",478.26575,6.368,0,0,0,0,0,0,108552,125976,103907
"8344",478.29355,8.006,3669,0,0,0,0,0,255877,214004,152203
"8345",478.29398,7.269,0,0,0,1468,0,0,189129,192014,187050
"8346",478.30301,4.645,657667,22698,20212,0,0,0,5682,9310,9511
"8347",478.34961,8.225,810373,35294,50442,15678,17204,12581,41921,30784,53578
"8348",478.35251,9.519,102547,0,0,0,0,0,0,0,0
"8349",478.35712,11.131,880179,38569,28557,4683,3188,3995,13505,18946,23538
"8350",478.80661,8.105,10420,39697,43913,44144,22624,17944,46385,26474,29258
"8351",478.83649,0.474,0,0,0,0,0,0,3702521,3958147,3361871
"8352",479.04034,0.659,0,0,0,0,0,0,52075,69452,44796
"8353",479.1095,7.224,0,0,0,0,0,0,45961,47478,45222
"8354",479.11929,3.4,0,0,0,0,0,0,56871,33134,42050
"8355",479.26416,4.151,0,0,0,0,0,0,48690,56172,54019
"8356",479.28064,7.596,0,0,31619,0,0,0,174476,169591,143053
"8357",479.32816,9.306,100381,0,0,3329,2670,0,0,0,2258
"8358",479.33591,11.102,40761,49769,38871,29410,113355,44247,41721,12713,81179
"8359",479.34698,9.815,8096318,248300,199941,3192,3240,6623,157591,247187,190989
"8360",479.36047,6.89,35447,37831,30253,31555,43974,35155,41997,36862,28167
"8361",480.15808,9.334,263170,267813,263542,250113,241344,262754,282224,283679,286689
"8362",480.19263,7.057,98432,28030,82608,0,0,0,43123,16086,2207
"8363",480.2074,3.905,23031,29226,23353,24012,18846,19767,25815,34911,40435
"8364",480.2088,1.907,0,0,0,0,0,0,56655,65213,51808
"8365",480.20929,2.15,0,0,0,0,0,0,30828,34781,37261
"8366",480.20953,3.474,0,0,0,0,0,0,27829,27977,20289
"8367",480.29706,6.771,352952,307247,304800,310389,329832,305199,346605,279854,303437
"8368",480.33658,8.433,354233,183099,188857,200029,188755,216032,214875,259123,228625
"8369",480.42737,11.019,376977,360416,335130,326306,343868,321300,385966,255340,333192
"8370",480.83484,0.474,0,0,0,0,0,0,878761,912388,731886
"8371",480.8512,11.656,520548,587163,658957,558261,465059,480954,469979,410114,580728
"8372",481.07065,2.312,0,0,0,0,0,0,54094,56599,47460
"8373",481.11786,0.808,0,0,0,0,0,0,3559,24135,17604
"8374",481.1691,2.591,0,0,0,0,0,0,52023,45913,39065
"8375",481.20602,3.816,0,0,0,0,1585,0,80670,88767,72173
"8376",481.27722,9.993,126244,129557,112666,115005,180640,111167,100392,160811,199898
"8377",481.29376,5.391,0,0,0,0,0,0,74277,76275,84168
"8378",481.30011,4.006,24795,24627,26492,23846,25639,20418,37797,24364,22481
"8379",481.40118,7.473,311179,0,0,0,0,0,0,0,0
"8380",481.4017,8.667,153321,0,0,0,0,0,0,0,0
"8381",481.82474,9.811,64754,0,0,0,0,0,0,0,0
"8382",481.83557,0.535,30219,62013,143446,112790,243006,135734,15227,33650,27891
"8383",482.26187,3.358,0,0,0,0,0,0,28241,31580,31348
"8384",482.36975,8.419,81996,45318,27958,34865,39343,49051,36554,49649,39579
"8385",482.37061,8.847,232627,36382,47109,18068,33613,66138,22740,34740,27556
"8386",482.40582,9.513,1167580,1819594,1375382,1948391,1294622,548626,1481903,1723596,2081295
"8387",482.40582,9.388,5547958,7885066,4880019,7535942,6502732,9902027,4591462,5488139,5472745
"8388",482.40701,11.637,228030,111435,220359,132248,85897,110053,122997,134977,165006
"8389",482.85941,0.468,28080,46625,32855,37071,59282,44272,0,4405,3568
"8390",482.92969,0.469,325194,98371,289623,87697,204303,118744,3935,10792,7324
"8391",483.05072,8.305,136137,84074,171636,213765,92267,160975,121384,165076,201594
"8392",483.14804,2.024,0,0,0,0,0,0,204182,257394,235089
"8393",483.14819,2.231,0,0,0,0,0,0,344899,326167,223257
"8394",483.16312,3.839,0,0,0,0,0,0,109471,84861,44195
"8395",483.1644,6.595,5735,28114,31941,39680,29458,28840,44017,45076,42352
"8396",483.18457,2.958,0,0,0,0,0,0,32488,26718,31161
"8397",483.27518,4.307,0,0,0,0,0,0,52136,38031,17268
"8398",483.30545,5.144,130081,115098,119554,105290,122765,112645,127663,134136,157881
"8399",483.31372,3.763,212531,44210,55933,0,0,0,0,0,0
"8400",483.37805,8.632,731519,531965,839747,309158,1114777,1179690,818770,1313881,1300537
"8401",483.38046,6.554,200261,0,2110,0,0,0,2613,0,0
"8402",483.40997,9.336,772076,882549,902074,853906,711746,822211,780286,2449228,863524
"8403",484.13843,2.894,0,0,0,0,0,0,98250,88248,88101
"8404",484.1387,3.038,0,0,0,0,0,0,34589,40674,30073
"8405",484.18378,0.559,0,0,0,0,0,0,442158,370575,292231
"8406",484.27621,3.802,0,0,0,0,0,0,68395,66719,62749
"8407",484.30664,7.033,0,0,0,0,0,0,312052,241078,235336
"8408",484.34268,8.141,0,0,0,0,0,0,99343,94656,80802
"8409",484.34909,6.208,144380,162717,177306,162298,172101,153085,169556,183170,175247
"8410",484.36462,10.872,123534,0,0,0,0,0,0,0,0
"8411",484.3674,10.249,85205,47993,58235,58107,43892,46520,76686,95777,70476
"8412",484.36783,9.973,157524,0,0,0,0,0,0,0,0
"8413",484.3858,7.874,1094237,497597,562342,455279,465297,430667,488223,437785,467817
"8414",484.40146,11.532,523881,2475,1682,1343,1965,0,2843,12654,1346
"8415",485.05704,0.657,0,1400,0,0,0,0,314544,371912,247299
"8416",485.10669,2.648,0,0,0,0,0,0,34809,36070,28270
"8417",485.11374,9.334,119835,123659,118964,129283,121933,131835,119898,143421,128824
"8418",485.14313,2.59,0,0,0,0,0,0,79437,72932,67416
"8419",485.1629,1.827,0,0,0,0,0,0,115816,117407,106190
"8420",485.16434,2.154,0,0,0,0,0,0,52461,57183,51101
"8421",485.25424,4.062,0,0,0,0,0,0,142372,145270,121715
"8422",485.25424,4.35,0,0,0,0,0,0,169430,212467,185057
"8423",485.25467,3.988,0,0,0,0,0,0,65384,69278,66698
"8424",485.25467,3.639,0,0,0,0,0,0,100063,113177,98726
"8425",485.29099,5.718,0,0,0,0,0,0,958644,789980,424471
"8426",485.33505,2.929,369287,34063,34447,0,1261,0,7975,7798,6868
