"Feature","mz","rt","Orbi_P_E2_EXBLANKA","Orbi_P_E2_EXBLANKB","Orbi_P_E2_EXBLANKC","Orbi_P_E2_Wasteblank4","Orbi_P_E2_Wasteblank5","Orbi_P_E2_Wasteblank6","Orbi_P_E2_WS03A","Orbi_P_E2_WS03B","Orbi_P_E2_WS03C"
"35",103.08736,0.486,3119,3735,1957,4252,2240,1339,367773,341018,350501
"40",104.10766,0.505,230346,273087,505852,286943,121504,186612,614062720,663348416,638162496
"64",105.07053,1.712,75110,40121,75510,19740,36994,43122,680496,593097,679432
"105",107.16949,5.264,0,0,0,0,0,0,355189,447438,354767
"106",107.16957,5.962,0,0,0,0,0,0,428802,536977,448285
"164",110.00914,0.426,564303,617930,574708,565938,551341,594457,10180395,12828561,13274928
"172",110.07174,0.466,27787,19138,42398,67295,5439,54032,2441201,2473742,3083691
"179",111.02072,10.528,2146,1497,2239,1788,1571,2072,1645,0,71216
"209",113.0351,0.83,5234,1477,0,1450,1825,1341,420731,490990,448665
"216",113.31461,5.57,0,0,0,0,0,0,43194,45126,39544
"253",116.07108,0.563,1258436,516165,862534,1091115,923720,992450,171660768,168062848,157522032
"254",116.07108,1.241,371235,591475,247306,328646,546630,211205,3548424,3605032,5334376
"285",117.09149,5.168,61364,46147,43122,5785,3478,9169,269636,213061,363895
"286",117.31325,4.178,0,0,0,0,0,0,23642,24778,17301
"346",121.0653,0.866,37825,50066,32455,35214,57898,68266,1116890,1300739,1144330
"369",123.05576,0.92,109945,95819,253670,180149,101680,134310,15001192,16167729,13716451
"392",123.31247,5.264,0,0,0,0,0,0,109279,118133,115369
"397",124.03978,0.575,121161,53079,36379,88162,82318,59070,1513476,1810101,1794975
"398",124.07623,2.708,11106,13208,24407,27714,39638,29110,1614328,1632546,1329211
"449",126.05273,0.51,13680,7824,26413,7607,5885,18414,391421,474942,289846
"459",127.03931,1.955,37026,41316,28071,21989,15892,14472,280486,319112,278296
"470",127.31113,4.178,0,0,0,0,0,0,22489,27340,20635
"474",128.01953,0.425,823556,856954,832939,878484,852556,869442,15356548,18040794,18652420
"498",128.27803,4.408,0,0,0,0,0,0,89168,90290,94884
"529",130.01706,0.421,212468,197685,181958,210528,153266,251241,2484558,2905778,3030970
"530",130.05022,0.57,402697,366311,415613,417619,394116,421496,104236736,110098344,100068640
"531",130.05025,0.809,361129,327060,385567,298531,343179,326171,20609792,20853538,19736894
"533",130.06558,2.908,12001,4634,13270,9757,22306,13592,327741,304989,311430
"581",132.10223,0.881,392904,71810,240747,120323,217514,154957,29352252,32364514,27400742
"582",132.10225,1.136,123554,147795,55739,74879,104296,150117,1801683,1225655,1505610
"583",132.10226,0.601,554399,558770,554176,549389,702056,706229,9568297,10143873,9731594
"584",132.10228,0.828,392904,61954,240747,65652,217514,114870,33163062,34609928,32725050
"586",133.06108,0.525,52507,55216,17770,12478,19144,8640,50266916,52655168,48012356
"633",135.0442,1.451,12090,15623,21721,18850,14135,10749,178869,187668,179198
"634",135.04433,1.845,12317,17314,4802,13263,16066,8993,885260,1031600,978450
"635",135.04437,2.233,7476,8459,7629,13370,11874,5250,232971,235750,186582
"647",135.11716,3.484,200889,145112,175992,67260,27272,61703,1412101,1399048,1281682
"664",136.06206,0.584,479014,463647,488474,457564,343057,469973,14916970,14266627,13898680
"667",136.07603,2.64,53255,65701,38388,38004,28102,67720,974995,1111384,985639
"670",137.04611,0.982,5332,6561,23709,6118,10511,4189,940666,1055060,979896
"698",138.09132,1.423,11250,14663,1850,2265,20926,16290,194597,217846,206159
"778",142.08659,1.576,9950,32819,16887,31061,39505,25030,302196,284025,265637
"782",142.12302,0.851,6444,1631,2706,5559,8227,3645,203224,333625,217077
"797",142.30844,4.41,0,0,0,0,0,0,258168,267192,253304
"823",144.06572,1.508,71656,60987,49226,40249,75049,34927,1483980,1451023,1606614
"824",144.06581,0.924,46368,36703,42631,41446,52748,72568,559443,566887,459130
"825",144.06587,1.057,61035,30104,70427,44195,38932,42906,16224576,17232396,16426069
"834",144.13841,0.805,3715,1947,5161,9930,2065,8249,219966,217944,219300
"836",144.13855,0.926,1534,1500,3182,3989,1385,2416,309394,372016,326665
"866",146.0603,2.074,41485,15626,14823,39754,24381,44634,645507,631998,692737
"867",146.06047,3.563,13599,15696,40082,26340,24405,34681,1104777,1047796,1002601
"886",147.04425,2.164,1509,1235,1401,1317,1436,1328,1209744,1296887,1314801
"887",147.04427,2.549,1647,1724,1330,2567,0,2642,401091,391422,330857
"888",147.04439,2.869,1374,4297,1279,4930,7173,1275,146878,139511,114505
"893",147.07668,0.534,194552,97052,66375,48433,183671,107164,165509088,169892976,153300624
"894",147.11295,0.458,37135,27329,10424,26106,37180,35777,356241,478221,400844
"914",148.06062,0.542,64555,89204,134862,65788,71864,58350,18927716,19958064,18442390
"949",150.05534,1.254,4753,1850,4306,1988,2493,2147,291902,244311,160958
"969",151.07565,1.166,34009,38053,32320,21064,28174,59123,1810184,1972540,1888434
"1033",155.01048,0.616,2319,13792,6023,4887,3093,2334,338494,396924,374401
"1034",155.04277,0.605,5755,3972,11941,5585,3024,8402,1379411,1658563,1261283
"1068",156.0658,1.655,2015,2984,2925,3234,3885,1919,132011,136220,118464
"1070",156.07712,0.512,43900,62087,324700,366544,444986,354115,9969492,10261066,9506387
"1110",158.08156,1.966,23243,28370,17239,25775,16754,22019,646236,603623,540012
"1117",158.11789,1.076,4026,6722,8740,9055,2432,4600,500935,564105,505261
"1152",160.03726,0.54,16994,7852,19003,8981,17991,1716,2102652,2386396,2266976
"1168",161.08118,2.085,7969,1408,0,1262,1298,1171,99250,100129,75969
"1176",161.10759,1.827,0,0,1714,0,1581,1312,114799,103718,95058
"1206",163.03912,1.636,27417,19365,20675,20991,25395,25319,296422,344634,294537
"1207",163.03915,2.177,23763,44826,57695,36110,40074,16125,1846476,1998132,2001160
"1208",163.03918,1.841,30554,30026,41534,26463,50095,39402,24663252,28496782,27964916
"1209",163.03918,2.235,31366,53311,18692,33091,19242,50590,5212146,5284379,3857045
"1222",163.08684,1.142,0,1629,1687,0,0,0,611509,715142,686222
"1233",163.14847,2.81,7292,4507,7246,8803,11044,23120,243788,231203,212344
"1238",164.00859,0.496,0,0,0,1208,0,0,251291,256945,245259
"1240",164.07097,2.941,1698,1165,1797,0,1114,2724,107454,78574,74524
"1284",166.08655,1.38,111141,75841,68742,42792,19629,31005,65026632,70518616,64237588
"1343",169.0764,2.259,13622,0,0,0,0,0,1058586,1128122,939653
"1344",169.09741,1.465,1671,1611,2232,3048,1381,0,164310,146198,143221
"1365",170.11792,1.258,1827,2388,1804,4872,1863,1369,51295,66106,43399
"1394",171.07988,6.121,0,0,0,0,0,0,86010,86681,73745
"1395",171.08057,5.954,0,0,0,0,0,0,85588,105990,88359
"1474",173.11768,5.415,9839,23383,9279,8920,11301,21678,297864,303479,290636
"1475",173.11772,4.682,32667,13365,13485,10969,16065,21641,286055,303571,284876
"1476",173.11772,5.036,21622,12781,15261,14738,14300,9077,697647,823847,714808
"1480",173.15395,3.976,0,0,0,0,990,0,53769,55302,54561
"1504",175.0871,2.908,0,0,2966,0,2029,0,313361,317207,293416
"1515",175.14854,2.489,1653,1760,3569,4128,3330,5781,139670,141632,140943
"1523",176.03226,1.338,1497,1987,1493,0,0,1486,171732,178395,170774
"1525",176.09206,0.884,46956,28689,31098,25071,37421,30047,1511754,1687674,1375688
"1537",177.0249,0.512,0,0,0,11161,3425,2900,5197364,5217717,4075268
"1538",177.05489,2.046,3085,1571,1586,4378,1515,1825,268140,264706,260104
"1539",177.05492,2.229,3819,3556,5149,1208,3531,2596,340066,303890,224038
"1540",177.05492,2.462,1996,2613,3479,2672,1904,1220,1118405,1357051,1172977
"1541",177.05496,2.696,1965,3165,4205,2974,1423,6791,2499061,2532427,1781973
"1543",177.05499,2.31,1646,3556,1716,1773,1477,1280,8058440,8185687,8127619
"1544",177.05502,2.903,3988,3666,1462,3607,1454,2257,313782,257611,260379
"1545",177.05521,4.641,1593,1216,3373,3617,12260,3454,180549,166154,104219
"1577",179.03413,1.839,0,0,0,0,0,0,467241,446559,413731
"1597",180.06349,0.864,1557,0,0,1864,0,2204,783871,904967,678218
"1599",180.0869,0.558,100267,48673,65886,41025,33667,46519,23216722,22852690,21473658
"1604",180.10211,1.791,139571,11416,5299,4090,3424,6054,447698,436684,460613
"1605",180.10219,2.123,67856,84001,46210,18732,9523,4756,1028457,1107095,1059029
"1606",180.12636,3,2660,0,1937,1060,1228,2373,87959,95255,114370
"1623",181.08624,2.015,49872,42527,60885,25834,31466,49820,1335580,1398002,1275251
"1627",181.12267,5.425,366589,395240,441594,360768,259278,276319,15902402,15911532,14907916
"1637",182.08148,2.194,25919,23840,33179,13237,22029,16897,430176,455857,354978
"1641",182.08163,3.356,16386,25063,18372,17095,30238,21673,290182,333813,276970
"1642",182.08177,3.647,16962,13990,13693,17148,14655,17413,240095,265469,193556
"1668",183.06543,1.901,1325,1441,1549,1464,1562,1662,139325,139468,128776
"1686",184.06085,1.134,0,1908,0,0,0,0,715533,777226,720932
"1691",184.13351,0.601,2094,8456,1882,2627,1410,2780,326545,457485,483308
"1692",184.13359,1.306,1778,2300,1546,0,1473,1586,2690759,3347558,2856213
"1723",185.03262,0.502,254755,270846,168754,175370,183701,203591,12117481,12538781,12612278
"1724",185.10774,5.409,66107,15044,19293,7784,24415,30143,456579,608862,511943
"1742",186.07649,0.966,6476,8124,7823,4582,5684,5206,1179316,1224751,1158155
"1749",186.14926,2.478,7944,10847,12021,21094,11799,7871,6266793,6197889,5786614
"1750",186.14934,1.933,12088,6093,7219,3581,8823,7093,1008429,996745,1004549
"1784",188.07083,1.823,8312,28537,11175,23160,29001,13166,81438752,86077408,79460528
"1801",188.16493,2.65,6347,18744,16724,8639,2895,9868,259602,234660,223328
"1811",189.12759,2.994,0,1728,3220,3405,2253,1349,76237,71484,89800
"1822",190.08237,0.636,27206,24674,18891,18833,19767,18795,233005,219020,271022
"1848",191.14345,6.633,13966,6615,6092,3462,12738,4002,271667,303740,294382
"1855",192.06595,1.343,0,0,1683,0,0,0,156664,193323,169518
"1868",193.05011,3.244,1686,1173,1264,0,1549,1313,125470,123994,125956
"1869",193.07098,0.563,0,0,0,0,0,0,1640694,1530620,1419910
"1872",193.09729,1.317,0,0,0,0,1439,0,53565,31121,44206
"1895",193.30095,2.168,0,0,0,0,0,0,69735,66250,64110
"1898",194.08168,2.543,0,0,1528,2632,0,0,165470,193818,185858
"1957",197.05417,0.603,0,0,0,0,0,0,773037,862109,793973
"1959",197.08119,1.544,17949,10354,12271,12641,12821,5645,266441,255510,207220
"1961",197.08127,2.223,18142,26731,9678,8973,27965,12162,252795,248286,279928
"1962",197.09645,5.326,0,0,0,0,1333,0,29109,32862,34269
"1969",197.11763,3.499,48736,64404,156618,109050,79120,63887,53593528,54214272,50024776
"1983",198.07399,0.879,2217,0,0,0,1805,0,423304,519191,387777
"1984",198.07652,2.067,1433,0,1585,0,2080,2786,576118,544637,436940
"2012",199.06358,0.573,0,2174,0,1662,0,0,567747,585050,541181
"2015",199.10788,1.423,0,0,0,0,1668,1249,137389,123474,102931
"2028",200.1283,0.966,13224,15845,13478,8454,16104,10304,264730,275182,351318
"2029",200.12843,1.405,16909,7566,19277,15884,7210,5147,243029,269716,220070
"2034",200.16455,2.946,2302,4935,2116,12689,1199,4121,46767,42216,49872
"2037",200.16496,3.27,16681,9456,2173,5224,1840,7419,385465,368826,224709
"2074",202.05377,2.854,0,0,0,0,0,0,149255,144890,90320
"2076",202.08661,2.594,0,0,0,0,0,0,248730,269186,275982
"2106",203.05278,0.529,580745,1388505,999748,561365,656030,493529,43685816,40922668,43962560
"2113",203.15068,0.506,0,0,1985,1663,0,0,1342388,1478087,1486741
"2122",204.06587,2.989,0,0,0,1304,0,1046,97752,105166,132264
"2133",204.15974,1.731,3533,2255,2362,5203,4304,5043,104467,105915,105976
"2148",205.12276,2.061,3397,3699,3812,3362,1802,0,321057,322135,282016
"2157",206.04521,1.623,0,0,0,0,0,0,1091078,1218779,1124921
"2158",206.07947,2.273,0,1480,0,0,1345,0,126581,105093,99543
"2173",207.01459,0.514,0,0,0,3441,0,0,2918698,3191232,2717832
"2184",207.13837,2.574,16941,16188,12658,19132,11067,6995,3189924,3243052,3044964
"2185",207.13841,2.848,20116,25142,19507,22887,18484,13170,443204,449738,422153
"2187",207.20692,0.492,0,0,0,0,0,0,140919,222326,194165
"2192",208.05832,1.85,0,0,0,0,0,0,442138,483235,435701
"2195",208.09723,3.072,3393,0,3173,0,1302,0,141474,155267,147250
"2214",209.09233,1.815,3884,1878,1428,1345,3210,3805,310935,495598,335032
"2225",209.15407,2.53,57866,58337,23424,33757,52949,49526,671940,697858,822852
"2226",209.15407,2.81,44244,75074,80521,43607,16686,56601,1993254,2139571,1874259
"2276",211.16942,4.394,70540,35048,35218,58810,63876,50734,653221,593739,546794
"2280",211.16965,3.489,11863,15346,18578,16923,20375,17095,779840,802995,725882
"2282",211.16969,3.105,24581,39235,24609,16704,20756,11965,479652,475699,449581
"2314",213.07594,2.017,9776,13746,2349,9330,10245,9099,145235,159812,146205
"2315",213.076,1.795,10483,2019,7362,7926,10724,6176,286032,271691,250475
"2316",213.08711,1.237,0,0,0,0,0,0,165866,197758,168546
"2344",214.10762,1.942,7483,4780,2951,1987,3898,12170,163877,167013,134953
"2351",214.18044,2.92,12436,19522,14254,12529,10999,21463,535465,596650,605886
"2352",214.18053,3.374,1628,3500,7696,1725,1860,5595,301518,299096,280756
"2373",215.13924,0.886,2017,0,0,0,0,0,155048,209320,151712
"2406",217.08153,9.209,2065,9073,1844,5608,2147,1872,108448,112865,71249
"2408",217.0975,2.255,30389,27769,19772,30881,29015,20981,9717474,9921414,9181038
"2413",217.10762,1.063,1981,8225,2128,1501,3343,7184,191913,203495,184170
"2414",217.12961,0.575,0,0,0,0,0,1850,12131592,12038688,12393188
"2426",218.04283,0.476,0,0,0,0,0,0,3178619,3031270,3025948
"2429",218.10274,2.094,3456,5816,5037,8045,8696,2382,143601,158578,142811
"2446",219.09981,3.232,10293,10714,9699,18762,10748,10146,184508,165601,169112
"2448",219.10161,3.045,0,1265,1755,801,3407,1231,33979,54186,41102
"2476",220.0607,2.559,0,0,1459,2828,1370,0,66592,60577,70258
"2479",220.10832,1.373,2088,0,0,0,0,1411,46405,44299,30838
"2481",220.11844,1.608,9105,8633,1941,1466,3520,9520,975495,962043,897504
"2489",220.13364,5.314,49507,10614,13861,10692,23776,10404,1065695,1127304,1109805
"2499",221.09206,1.46,1990,0,0,0,0,0,212239,196288,174306
"2501",221.09242,0.888,0,0,0,0,0,0,927703,1019431,802058
"2502",221.09245,1.063,0,0,0,0,0,1794,826464,809012,751300
"2513",222.07442,1.66,0,0,0,0,0,0,77330,76020,68604
"2555",223.13336,2.266,26614,22184,14980,22245,19206,14839,206797,199207,216793
"2569",224.1134,0.51,4412,0,1394,4424,1347,1508,566842,532949,519107
"2590",225.03481,0.519,8648,4376,7657,1781,7059,7003,428922,358375,326649
"2620",226.10762,2.787,2226,2335,3558,3542,1582,1494,105073,93127,60216
"2636",226.18051,3.047,2656,0,0,0,0,0,60489,86290,69869
"2679",228.08701,2.644,0,1466,0,0,1326,0,510974,520661,377768
"2681",228.10286,2.285,0,0,1524,0,0,0,33241,40675,37994
"2708",229.0688,0.866,0,0,0,0,0,0,225974,234330,164233
"2710",229.10753,1.205,1581,1968,2097,0,0,0,274426,302679,277197
"2712",229.11867,1.881,58507,22115,23744,26787,13895,14223,306832,339446,309655
"2720",229.15488,0.936,2293,0,0,0,0,0,1811202,2033186,1668725
"2721",229.15498,0.525,16605,16075,2625,3997,3167,5112,2847250,3124073,3028185
"2754",231.08453,0.838,0,0,0,0,4225,0,817423,901814,872565
"2776",232.19092,2.229,1783,1401,1753,0,3710,0,70199,75167,74618
"2777",232.19119,2.36,2526,1631,1573,3699,2150,2752,506724,501906,434558
"2784",233.06351,0.603,0,0,0,0,0,0,2335819,3261584,3189411
"2789",233.09013,1.334,0,1871,0,0,0,0,150213,156040,135532
"2790",233.09213,3.155,1626,1394,0,1305,0,0,69801,85490,67025
"2816",234.0975,1.958,0,0,4028,0,0,0,381046,377012,377098
"2817",234.09804,0.54,2977,0,0,0,1757,0,1522770,1605906,1512546
"2820",234.13376,1.556,2671,4476,3605,9209,8081,3548,129159,107519,112063
"2845",235.14449,1.875,0,1848,0,0,0,0,699255,699476,678170
"2896",237.07382,3.094,0,1863,3140,1199,0,988,85042,89020,51129
"2897",237.08713,1.444,0,0,1993,0,1987,3131,281399,210530,267204
"2901",237.08742,1.334,0,0,0,0,1848,3131,262136,259247,239511
"2904",237.11229,1.855,2420,1480,2155,11729,1889,5608,247345,286256,283110
"2929",238.10736,2.104,3605,3292,0,1319,1728,3370,60920,53613,34182
"2949",239.01648,0.421,0,0,0,0,0,0,36561,58101,56485
"2952",239.09532,1.753,5574,6194,4861,10934,8030,10390,547812,608484,558947
"2965",239.17563,1.282,0,0,2232,0,0,0,428479,431935,430902
"2974",240.16,2.524,1689,12285,5608,2287,3547,1275,91004,91869,92759
"2976",240.16045,2.6,1668,1724,1434,3842,5926,1114,100781,98971,93709
"2993",241.09517,2.597,204145,2584,1818,0,0,0,365733,416589,397682
"2994",241.09636,4.686,10089,4447,1757,3140,2251,1807,72572,61375,57285
"2999",241.15503,0.814,0,0,0,0,0,0,1111569,910363,1324629
"3000",241.15503,1.032,0,0,0,3658,0,2136,871211,948361,847768
"3052",243.05338,1.827,2613,0,4075,2035,4349,4383,3664917,3729238,3258984
"3100",245.07703,0.822,0,0,0,1823,0,0,136888,91315,127147
"3102",245.10031,1.321,0,1591,6258,0,0,0,223673,238881,214192
"3105",245.12881,2.615,1294,1297,1500,0,2947,1546,63585,65158,62669
"3126",246.02908,1.06,0,0,0,0,0,0,89932,107395,97085
"3129",246.09502,0.482,0,0,0,0,4273,0,988907,846232,885707
"3132",246.14539,0.565,0,0,0,0,0,0,1052906,1048569,994030
"3141",246.18185,0.462,0,0,0,0,0,0,191936,222464,238522
"3150",247.05843,0.565,6438,1632,8325,4607,3589,3577,3531843,2479986,3467236
"3151",247.07941,0.795,0,0,0,0,0,0,746885,790980,706289
"3156",247.12927,1.29,0,0,0,0,0,1794,473128,535966,502008
"3157",247.13326,4.153,5560,1279,3142,5462,2811,3090,336775,369565,339563
"3174",248.1134,2.536,1854,2930,4210,5578,5528,1313,219584,215397,207850
"3183",248.18604,1.562,1379,0,0,0,0,0,274089,281296,257290
"3192",249.02901,0.884,0,0,0,0,0,0,202265,234071,209353
"3195",249.06134,1.819,0,0,0,0,0,0,1434793,1690364,1479126
"3203",249.12357,1.638,0,0,0,0,0,0,641230,603168,592567
"3204",249.12375,1.391,0,0,0,0,0,0,369283,361975,355339
"3210",249.18533,6.365,17599,36413,10144,29361,18263,18626,258301,273114,242535
"3211",249.18538,6.445,36088,25360,34589,36448,38018,33027,343790,384209,355500
"3231",250.12865,0.577,3040,1806,0,0,0,0,527608,653052,749735
"3260",251.13933,1.387,0,0,0,0,0,0,1109742,1194716,1079247
"3261",251.1395,1.635,0,0,0,0,0,1584,5447713,5673650,5437906
"3280",252.07164,1.381,0,0,0,0,0,0,115429,121690,108966
"3281",252.08699,2.865,0,0,0,0,0,0,121966,121247,106193
"3324",253.21655,5.22,47670,8075,13010,24112,9849,6612,288752,307400,302650
"3354",255.09813,2.036,0,0,1722,1525,1524,0,59948,55410,53837
"3374",256.08157,0.577,0,0,0,0,0,0,3278059,3241819,3391410
"3415",257.1265,1.885,0,0,0,0,0,0,45165,41411,36736
"3416",257.12854,4.906,3495,7814,3783,3132,2888,2642,641162,697286,558129
"3417",257.12866,4.273,10158,6178,4347,2212,2303,3379,205272,232023,233095
"3434",258.11038,0.53,50046,54613,69198,26005,32605,19285,55842724,60445652,59768240
"3447",258.207,2.837,16242,9323,5511,6995,17171,14650,151464,164825,142924
"3471",259.20609,9.454,0,0,0,1880,0,0,712942,810709,735084
"3511",261.14462,1.866,0,63578,2433,2220,0,1730,234864,242569,200656
"3512",261.14499,1.96,8939,2200,1761,2220,0,1804,383865,396118,362010
"3513",261.14648,5.891,3741,5492,3216,3353,6817,3689,88959,97620,92287
"3557",263.14334,4.72,1870,1548,1430,0,6285,1333,483741,549443,521628
"3606",265.08405,4.453,0,1375,1112,1542,2206,1450,21340,27508,30831
"3609",265.11801,1.64,0,0,0,0,0,0,95635,168283,133301
"3613",265.155,2.094,66586,0,0,0,0,0,2610979,2594820,2647562
"3614",265.15512,1.859,0,0,0,0,1794,0,831291,837187,785078
"3615",265.15823,5.259,0,1175,1363,0,1294,1380,491480,557510,422931
"3617",265.15878,6.652,3708,4431,2323,1409,1538,0,1028793,1047440,922098
"3618",265.15921,5.458,3266,2086,0,0,1840,0,160878,170880,151267
"3632",266.12387,0.532,0,0,0,0,2895,0,12658173,13542872,13184188
"3633",266.12411,2.745,0,0,0,0,0,0,308314,324927,268768
"3657",267.05869,0.83,0,0,0,0,0,0,169268,193070,178605
"3659",267.09766,1.006,2442,2415,2148,2747,1741,4454,340249,382009,295252
"3671",267.17453,6.688,0,1975,5790,1852,3539,2571,489641,497172,410152
"3677",268.10434,1.845,9409,8393,12110,2984,4296,6700,90589,65499,69077
"3678",268.1044,1.162,41896,13629,2048,8586,3422,3778,13102627,13629962,12585514
"3691",268.17831,6.772,0,2011,0,0,0,0,37693,37910,33586
"3711",269.04034,0.611,0,0,0,0,0,0,238876,314967,281307
"3732",270.09546,0.898,0,0,0,0,0,0,86650,103366,86598
"3766",271.11597,2.087,10825,3608,1884,3767,1377,1976,124440,144869,127376
"3775",271.22702,5.208,27545,15466,10287,4947,6985,6533,236912,231102,253747
"3776",271.24228,4.924,5312,1500,0,0,0,0,33639,45706,32246
"3810",273.03925,2.189,31913,0,0,0,0,0,67614,70145,68030
"3811",273.04013,2.958,0,0,0,0,0,0,104950,101473,97390
"3813",273.09485,0.89,0,0,0,0,0,0,350034,409598,291578
"3814",273.09491,1.138,0,0,0,0,0,0,496133,537714,536327
"3820",273.18109,0.855,0,0,0,0,0,2217,79274,87225,94569
"3833",274.06909,3.495,0,0,0,0,0,0,39008,39477,38098
"3844",274.20163,2.046,3978,8919,1767,4024,1644,2670,71141,68916,79300
"3854",275.11041,0.882,0,0,0,0,0,0,1212638,1409189,1171466
"3855",275.11047,1.182,0,0,0,0,0,0,1406826,1534762,1403366
"3856",275.11053,1.054,0,0,0,0,0,0,5453564,5766864,5169556
"3865",275.20114,5.544,82203,2377,1917,2066,2612,1697,647902,423125,641406
"3867",275.20117,6.21,57754,8743,7386,6631,5824,1134,736860,920588,765197
"3868",275.20123,8.202,0,0,3052,2063,1889,1771,241865,228869,209025
"3884",276.01929,1.821,0,0,0,0,0,0,310601,323518,298903
"3897",276.21738,2.201,0,0,0,0,0,0,95417,117643,95199
"3898",276.2175,2.297,0,0,0,0,0,0,175395,163173,157965
"3921",277.08078,1.905,0,0,0,0,0,0,40238,39085,42261
"3925",277.09009,0.542,0,0,0,0,0,0,10279659,10741540,10861808
"3929",277.11893,2.804,7724,11881,12686,10591,21162,7956,276119,300282,272341
"3933",277.18033,7.007,61111,70830,51420,40411,48318,53257,986595,822820,834604
"3934",277.18042,5.901,37849,18575,31797,23053,24923,32342,559434,612747,557534
"3935",277.18045,7.197,5734,28063,44325,47717,30553,42226,799991,813616,694397
"3998",279.12106,4.9,7297,10977,22144,11363,11605,7110,112447,116301,126127
"4004",279.19601,6.721,45447,20158,32735,16969,36662,26288,553660,519325,444713
"4013",280.09241,0.525,4169,4580,4889,1813,2153,1889,26340246,26649516,25271648
"4016",280.13925,0.805,0,0,0,0,0,0,3255671,3490020,3533787
"4017",280.13943,0.585,3179,0,0,0,0,0,17485724,17552144,17760080
"4054",281.0997,1.77,0,0,0,0,0,0,94063,102151,93218
"4071",281.15436,4.716,6870,2802,2550,1628,1182,4098,140061,176785,162903
"4086",282.15512,1.202,0,0,0,0,0,0,3159359,3448511,3212946
"4088",282.15533,1.425,0,0,0,0,0,0,472327,495550,484376
"4111",283.07953,1.708,0,0,0,0,0,0,51435,51046,42393
"4116",283.16577,1.659,0,0,1787,0,4741,0,189262,200884,188173
"4128",284.09952,0.997,0,0,0,0,0,0,237740,261722,233953
"4129",284.11081,2.221,0,0,0,0,0,0,81941,92195,60951
"4133",284.12872,3.916,0,0,0,0,0,0,2907041,2870956,2667326
"4135",284.13425,1.013,0,0,0,0,0,0,197744,223977,224487
"4167",285.0842,1.241,0,0,0,0,0,0,124186,121707,114191
"4168",285.09479,2.142,0,0,0,0,1618,0,46989,40833,40448
"4171",285.13177,2.962,11073,19333,9601,11721,10458,29426,168186,184288,173212
"4185",286.14029,1.252,0,0,0,0,0,0,427276,483589,418257
"4206",287.05469,3.196,0,0,0,0,0,0,501661,515751,520871
"4207",287.05502,2.346,0,0,0,0,0,0,241702,237078,259377
"4208",287.05533,3.118,0,0,0,0,0,1510,53555,57853,53739
"4209",287.05551,3.341,0,0,0,0,0,0,63849,72412,56994
"4213",287.11035,1.804,0,0,0,0,0,0,163443,123478,127278
"4215",287.11053,1.421,0,0,0,0,0,0,2068645,2060459,1846292
"4216",287.11084,1.582,0,0,0,0,0,0,480253,359278,433417
"4218",287.13708,2.048,0,0,0,0,0,0,461815,424611,461047
"4236",288.1058,0.512,0,0,0,0,0,0,1153156,1201924,1088033
"4239",288.18127,2.17,6558,5341,1518,4084,5295,6335,140530,126151,130254
"4260",289.12595,1.37,0,0,0,0,0,0,379582,387468,333202
"4261",289.12631,1.744,0,0,0,0,0,0,244817,243567,151011
"4263",289.12659,1.614,0,0,0,0,0,0,335184,352317,328434
"4266",289.15887,5.964,0,0,0,0,2033,0,233478,204078,221814
"4302",291.09567,2.03,0,0,0,0,0,0,70481,86485,107088
"4308",291.19556,3.727,9399,1762,3493,3096,1760,1682,198474,262717,179664
"4310",291.19592,5.753,31282,8756,6733,6148,2322,9407,3359721,3568633,3237960
"4311",291.19598,4.636,18472,5180,3253,1213,6632,5363,166787,149657,152168
"4313",291.19604,5.667,55460,22159,10107,12208,4958,6170,3393538,3667779,3421896
"4317",291.23215,8.563,30158,18199,31263,29447,25430,37546,386345,332413,276052
"4329",292.21198,1.87,0,0,0,0,0,2586,59208,53569,47910
"4353",293.09952,2.45,1987,3185,4971,1295,1911,3189,55798,70543,61282
"4359",293.1344,0.575,0,0,0,0,0,0,324841,300363,336635
"4371",293.21155,4.712,15199,7583,16619,10735,8331,9159,1190142,1340484,1243376
"4372",293.21161,7.487,5182,26215,29681,66772,27598,37189,1304621,1328827,1122496
"4373",293.21164,5.039,28093,9165,1586,4287,1365,5666,1458957,1616055,1390966
"4374",293.21164,7.555,19975,39760,26259,34082,12366,21275,1300702,1302104,1097615
"4384",294.155,0.591,0,0,0,0,0,0,2621566,2623762,2642932
"4385",294.15509,0.922,0,0,0,0,0,0,3588580,3789414,3680090
"4387",294.15518,0.866,0,0,0,0,0,0,2493600,2705080,2648205
"4419",295.07965,0.992,0,0,0,0,0,0,46597,44122,45951
"4421",295.12933,2.128,0,0,0,0,1565,0,758393,753794,720812
"4439",295.22726,8.036,37686,93895,96920,81100,64566,51747,1650650,1598421,1378393
"4440",295.22736,7.933,208062,49832,76374,137923,44289,62411,1420929,1472967,1309213
"4444",296.0661,0.519,0,0,0,0,0,0,16797404,18726008,20383778
"4449",296.13443,0.886,0,0,0,0,0,0,80038,69004,98811
"4485",297.13174,4.41,32558,18080,23786,15716,14738,9881,237109,238498,254578
"4486",297.14468,9.208,0,0,1945,2239,1900,1733,88351,101034,62780
"4504",298.14441,5.144,0,0,1617,0,0,0,30003,30442,28943
"4537",299.16425,5.262,46925,38421,43783,8089,14452,46684,817325,875604,744552
